SYMBOL,Z,N,A,EPorc,MAE,MSE
Kr,36,55,91,0.02847886045730266,0.0024325936042099983,5.9175116432433895e-06
Kr,36,56,92,0.00029291545801217195,2.493494096533766e-05,6.217512809448742e-10
Kr,36,57,93,0.020902168856887542,0.001767928120768758,3.1255698402049524e-06
Kr,36,58,94,0.0007422534742064723,6.252989546418064e-05,3.9099878267613585e-09
Kr,36,59,95,0.024598153837033777,0.002057880639874554,4.234872727970505e-06
Kr,36,60,96,0.04170846748545767,0.003474679081083565,1.2073394716519726e-05
Kr,36,61,97,0.07713254582696279,0.006378757025290227,4.0688541187689424e-05
Rb,37,36,73,0.33837460610191816,0.028102288842315915,0.0007897386381769536
Rb,37,37,74,0.15849655729780354,0.013284725438106548,0.00017648392996587523
Rb,37,38,75,0.4197004911309702,0.03545745670350087,0.0012572312358806385
Rb,37,39,76,0.4628276323666698,0.039276553053149144,0.0015426476197368394
Rb,37,40,77,0.6656263782350051,0.05682678437710287,0.0032292834226417427
Rb,37,41,78,0.704605246696914,0.060302591585948306,0.0036364025519816834
Rb,37,42,79,0.7997948524358258,0.06879147577059364,0.004732267138696171
Rb,37,43,80,0.7879567849355399,0.0678562853386655,0.0046044754599623905
Rb,37,44,81,0.8119210874476525,0.07019475047231793,0.004927302993870979
Rb,37,45,82,0.7521921440363838,0.06504527031624185,0.0042308871905129735
Rb,37,46,83,0.6951761513620394,0.06030805565195685,0.0036370615765195244
Rb,37,47,84,0.5186283419130062,0.044997358746371674,0.0020247622941496715
Rb,37,48,85,0.4073083246465427,0.03542540366807145,0.0012549592250458105
Rb,37,49,86,0.13932217783270245,0.012116712434442789,0.0001468147202189805
Rb,37,50,87,0.002816550354081745,0.0002453492591456552,6.019625896332186e-08
Rb,37,51,88,0.028187708299975408,0.0024470074861362434,5.987845637206817e-06
Rb,37,52,89,0.08732409206318843,0.007565924815509106,5.72432183139365e-05
Rb,37,53,90,0.012554693356889657,0.00108366164642959,1.1743225639424899e-06
Rb,37,54,91,0.12343893706304716,0.010625083163281701,0.00011289239222665228
Rb,37,55,92,0.04131970306664289,0.003540859931526086,1.2537689054686917e-05
Rb,37,56,93,0.12985823935462848,0.011091089505411489,0.00012301226641704886
Rb,37,57,94,0.10377587669142313,0.008813440711437082,7.767673717401657e-05
Rb,37,58,95,0.17445001644527752,0.014758814534452824,0.00021782260646237593
Rb,37,59,96,0.13285583532181,0.011171709420709774,0.00012480709138077553
Rb,37,60,97,0.14730757968376176,0.012338758634101055,0.00015224496463060332
Rb,37,61,98,0.010601271617514452,0.0008831632514141319,7.799773286483811e-07
Rb,37,62,99,0.015159748788543096,0.0012575467928535033,1.5814239362161321e-06
Rb,37,63,100,0.14990340738735197,0.012358799163839862,0.00015273991677212888
Rb,37,64,101,0.16463451006910687,0.013510196500567062,0.0001825254094839345
Rb,37,65,102,0.30272947557078533,0.024680760064017093,0.0006091399173375811
Sr,38,37,75,0.21481767194670418,0.01782237307190826,0.00031763698191428067
Sr,38,38,76,0.21180309327231717,0.01777860211629445,0.0003160786932095095
Sr,38,39,77,0.31642628149454044,0.026693464168738856,0.0007125410293277452
Sr,38,40,78,0.46365262202244667,0.03941092307860394,0.001553220857907637
Sr,38,41,79,0.572789049444714,0.04882371261285812,0.0023837549133029607
Sr,38,42,80,0.6197672060753656,0.053167328468296304,0.0028267648164557106
Sr,38,43,81,0.724785933327454,0.062239937460962125,0.0038738098151444764
Sr,38,44,82,0.6652448142243008,0.05744867281848265,0.0033003500086050673
Sr,38,45,83,0.6865962065717588,0.05931097888980652,0.0035177922168670747
Sr,38,46,84,0.5791605409838853,0.05025673239306805,0.002525739150828455
Sr,38,47,85,0.5198771164163806,0.0451030793252194,0.0020342877646170334
Sr,38,48,86,0.35161384341146207,0.030620138953079135,0.0009375929095058742
Sr,38,49,87,0.1945621274356489,0.016937092943580367,0.00028686511737947986
Sr,38,50,88,0.028236760908017383,0.002465802197109568,6.080180475270372e-06
Sr,38,51,89,0.015082460342891207,0.0013130673839576446,1.7241459548133723e-06
Sr,38,52,90,0.08705772611780087,0.007570543606686186,5.7313130500737093e-05
Sr,38,53,91,0.07764303277963062,0.006726896005023519,4.525112986240138e-05
Sr,38,54,92,0.14810192643867576,0.012809197882889478,0.0001640755504030203
Sr,38,55,93,0.11052972711009944,0.009519690520322754,9.062450760272292e-05
Sr,38,56,94,0.1481530714997212,0.012732029623199637,0.00016210457832603308
Sr,38,57,95,0.1464374561776652,0.012519066261402756,0.00015672702005739276
Sr,38,58,96,0.21923610255844594,0.0186815557598905,0.0003490005256098979
Sr,38,59,97,0.21601945017510368,0.018300841413445568,0.00033492079644008435
Sr,38,60,98,0.20693784291309572,0.017477429069980843,0.00030546052689621147
Sr,38,61,99,0.08162960263448978,0.006858946544319622,4.704514769783408e-05
Sr,38,62,100,0.06819151403494106,0.005709130756331504,3.259417399289033e-05
Sr,38,63,101,0.05005431104765273,0.004166891804105788,1.7362987307123986e-05
Sr,38,64,102,0.07313155950941924,0.006063499439067144,3.676602544756757e-05
Y,39,40,79,0.284814935383654,0.023972243100605084,0.000574668439274508
Y,39,41,80,0.3405097921996091,0.028787637299071633,0.0008287280612629003
Y,39,42,81,0.5234446544290873,0.04452369508786802,0.001982359424277443
Y,39,43,82,0.5587608017943716,0.04765825208237651,0.0022713089915473448
Y,39,44,83,0.6380999877318507,0.05470850490327095,0.0029930205087512216
Y,39,45,84,0.6213481457545232,0.053360019247655543,0.00284729165411017
Y,39,46,85,0.5851881913800826,0.05049090674192591,0.0025493316636218595
Y,39,47,86,0.4751936665071771,0.041049268919300275,0.0016850424788090316
Y,39,48,87,0.34509474690875924,0.029936434742571905,0.0008961901250962662
Y,39,49,88,0.14630965010006042,0.012703393308559185,0.0001613762015519463
Y,39,50,89,0.04758606097915532,0.004146654588190302,1.719474427375968e-05
Y,39,51,90,0.02384637592702462,0.0020730555509445026,4.297559317301815e-06
Y,39,52,91,0.13384136344461814,0.011624044921015653,0.0001351184203257898
Y,39,53,92,0.0990455599499508,0.008578919721795586,7.359786359301326e-05
Y,39,54,93,0.21182767155670876,0.018320774923962446,0.0003356507938144912
Y,39,55,94,0.13008129458440415,0.011216658714952032,0.0001258134327277094
Y,39,56,95,0.21995645375337608,0.018927174540980474,0.0003582379361047394
Y,39,57,96,0.17925804723875438,0.015361387320492526,0.00023597222041018854
Y,39,58,97,0.31488160425310635,0.026895491312743047,0.0007233674529538367
Y,39,59,98,0.31220211600141873,0.02652973758607935,0.0007038269763862314
Y,39,60,99,0.30088428814644114,0.02550503979848351,0.0006505070551222277
Y,39,61,100,0.1677915675762816,0.014160626890559413,0.00020052335393363436
Y,39,62,101,0.1601338200409332,0.013472587522318946,0.00018151061454654415
Y,39,63,102,0.02941481417614942,0.0024625838873610917,6.064319402290466e-06
Y,39,64,103,0.009077136595871298,0.0007572722475650551,5.7346125693223e-07
Zr,40,41,81,0.27460876977143023,0.023053823353032854,0.000531478771192843
Zr,40,42,82,0.32593829111742206,0.02759219717115613,0.0007613293447319563
Zr,40,43,83,0.4602602972661262,0.03906873369235697,0.0015263659523243088
Zr,40,44,84,0.4328146720156924,0.03700145658783782,0.001369107789621647
Zr,40,45,85,0.493680422794225,0.04227898591818402,0.0017875126502700026
Zr,40,46,86,0.42422275628733336,0.036542770095092436,0.001335374046222782
Zr,40,47,87,0.4048037422861374,0.034908876137826894,0.00121862963320614
Zr,40,48,88,0.27999866076226165,0.024264778861203595,0.0005887794931831128
Zr,40,49,89,0.16293708579466332,0.014132163202807746,0.0001997180367907933
Zr,40,50,90,0.019905887370007813,0.0017337967982555824,3.006051337641309e-06
Zr,40,51,91,0.03177533476054514,0.0027623299112633504,7.630466538660189e-06
Zr,40,52,92,0.16601965497219165,0.014431554521502576,0.00020826976590710146
Zr,40,53,93,0.17468756118836998,0.015148242716335858,0.00022946925739302236
Zr,40,54,94,0.25942633672947557,0.022483965902491576,0.0005055287227044038
Zr,40,55,95,0.21077045897242852,0.01821813937318595,0.0003319006022208281
Zr,40,56,96,0.2490892757196083,0.021509676718480364,0.0004626661925335362
Zr,40,57,97,0.22583036636413173,0.019429808331997478,0.00037751745181815864
Zr,40,58,98,0.3518258859405195,0.030191580946885566,0.0009115315600723435
Zr,40,59,99,0.38958609205915024,0.03326763296963797,0.0011067354034025433
Zr,40,60,100,0.3876892274363819,0.033039289238844916,0.0010915946334080534
Zr,40,61,101,0.30059286712430433,0.025507841478702886,0.0006506499769026355
Zr,40,62,102,0.2672461752605682,0.022625846901314972,0.0005119289480017443
Zr,40,63,103,0.18065057218134423,0.015221316790098527,0.00023168848482453533
Zr,40,64,104,0.14096450108546374,0.011844282688059593,0.00014028703239466817
Zr,40,65,105,0.04999726731358637,0.004179070585728084,1.7464630960497673e-05
Nb,41,42,83,0.19140931499574595,0.01603816525705959,0.0002572227448127533
Nb,41,43,84,0.23507733267649097,0.01978870713591263,0.0003915929301109195
Nb,41,44,85,0.3557746347919382,0.030147316853996742,0.000908860713495276
Nb,41,45,86,0.3508691123203913,0.02983167471846926,0.0008899288165085579
Nb,41,46,87,0.37139752435396395,0.03176101712934454,0.001008762209090517
Nb,41,47,88,0.31035008394309144,0.02660445463048866,0.0007077970061857296
Nb,41,48,89,0.24086019950288348,0.02075448598904117,0.0004307486886693063
Nb,41,49,90,0.09909657410475067,0.0085553808365475,7.319454125836418e-05
Nb,41,50,91,0.020323719218789903,0.0017622490242388267,3.1055216234306967e-06
Nb,41,51,92,0.01590295399255712,0.001377573208756644,1.897707945484076e-06
Nb,41,52,93,0.1933314453785253,0.016750593897437938,0.0002805823959168851
Nb,41,53,94,0.20944525127805777,0.018114713270021454,0.00032814283685509137
Nb,41,54,95,0.32554026113838597,0.028150160758013243,0.0007924315507019887
Nb,41,55,96,0.2907194394749916,0.02508585133789154,0.0006292999373467947
Nb,41,56,97,0.36395209047322796,0.031384092471199665,0.0009849612602408114
Nb,41,57,98,0.3523927138897869,0.03029274050239117,0.0009176501271452104
Nb,41,58,99,0.48115157827435345,0.04127792605778424,0.0017038671796319033
Nb,41,59,100,0.44630823279991055,0.038152517801190555,0.0014556146145701622
Nb,41,60,101,0.4614578695166491,0.03938467006505064,0.001551152236132896
Nb,41,61,102,0.36120648107390657,0.03072013261674833,0.0009437265479906046
Nb,41,62,103,0.3475566280191444,0.02950176047427,0.0008703538710811997
Nb,41,63,104,0.25396985459434557,0.021469045021342836,0.0004609198941284456
Nb,41,64,105,0.24535932867821467,0.020687944114211376,0.00042799103167273314
Nb,41,65,106,0.14714979782391546,0.012350673508374044,0.0001525391361104524
Nb,41,66,107,0.14223114504627402,0.011900607629589999,0.00014162446195345568
Nb,41,67,108,0.039454591074824345,0.003284855265098585,1.0790274112645896e-05
Nb,41,68,109,0.01850477272507634,0.0015353651787375355,2.3573462320797446e-06
Nb,41,69,110,0.11479240873057849,0.009476412604518814,8.980239585108304e-05
Mo,42,43,85,0.11875380082221221,0.009929399549363893,9.859297541090788e-05
Mo,42,44,86,0.11276786153676167,0.009511650551417006,9.047149621227144e-05
Mo,42,45,87,0.20353337420253567,0.017223857717125313,0.00029666127465977717
Mo,42,46,88,0.16127367068992812,0.013746820446748131,0.0001889750723951325
Mo,42,47,89,0.1760320655270034,0.015041913770504678,0.00022625916987929827
Mo,42,48,90,0.09074782503824544,0.007801616381668097,6.086521816671201e-05
Mo,42,49,91,0.02454259653717589,0.002114008114508792,4.469030308209017e-06
Mo,42,50,92,0.10222418482096762,0.008850295143190579,7.832772412158275e-05
Mo,42,51,93,0.01946123961335977,0.0016836715327279705,2.8347498301185536e-06
Mo,42,52,94,0.11795479850331596,0.01021763873333903,0.00010440014128503001
Mo,42,53,95,0.18302288083319418,0.0158291386954712,0.00025056163184046374
Mo,42,54,96,0.2804069498904928,0.02426638379468926,0.0005888573824711576
Mo,42,55,97,0.31717023776167236,0.027387943730360576,0.0007500994617773972
Mo,42,56,98,0.3815053824783606,0.03294363490260821,0.0010852830805963458
Mo,42,57,99,0.4381401397504681,0.037714219062918275,0.0014223623195257881
Mo,42,58,100,0.45716972769616404,0.03933791257759367,0.0015474713659624022
Mo,42,59,101,0.49565951395086616,0.042492473281356524,0.001805610285566798
Mo,42,60,102,0.4571927169933895,0.039174098019705283,0.0015346099556574773
Mo,42,61,103,0.41530561728123605,0.03545990330008131,0.0012574047420511173
Mo,42,62,104,0.37982215179697926,0.03239087721189016,0.001049168926555745
Mo,42,63,105,0.3176770890852511,0.026986233500180035,0.0007282567985262392
Mo,42,64,106,0.2824489207341167,0.023950313288331415,0.0005736175066092244
Mo,42,65,107,0.22245802399206024,0.018780393568482268,0.00035270318258709014
Mo,42,66,108,0.1910240014436034,0.016088343410526562,0.00025883479369503347
Mo,42,67,109,0.12944087808301794,0.010848978854513192,0.00011770034218567436
Mo,42,68,110,0.07604227060077172,0.0063565962033713674,4.040631529271528e-05
Mo,42,69,111,0.015885747185727106,0.0013209464555039574,1.7448995383084685e-06
Tc,43,44,87,0.009509180123940622,0.000793802098828067,6.301217721038442e-07
Tc,43,45,88,0.001464587768699741,0.0001228764796490367,1.509862925094013e-08
Tc,43,46,89,0.05094619170452779,0.004305246547204433,1.8535147832215695e-05
Tc,43,47,90,0.01335285557730735,0.0011327708089030608,1.2831697055028946e-06
Tc,43,48,91,0.008889882528594628,0.0007588986724904601,5.759271951077825e-07
Tc,43,49,92,0.11483072437759817,0.009833579607594345,9.669928789889535e-05
Tc,43,50,93,0.17933569534351676,0.015438253574160399,0.00023833967342007633
Tc,43,51,94,0.0950371156447366,0.008181495623352575,6.693687063493734e-05
Tc,43,52,95,0.07747086272814492,0.0066800731855529705,4.462337776434381e-05
Tc,43,53,96,0.14804408505409464,0.012753801472909387,0.00016265945201038567
Tc,43,54,97,0.27014730906756584,0.023296762109476177,0.0005427391247855249
Tc,43,55,98,0.3157576150629212,0.027186745497525422,0.0007391191307472188
Tc,43,56,99,0.40201390560952993,0.03462791198504256,0.001199092288443854
Tc,43,57,100,0.4207803998145619,0.03616657356805497,0.0013080210436535325
Tc,43,58,101,0.4861990804105906,0.041779751127625886,0.0017455476042863565
Tc,43,59,102,0.4787930836172705,0.041035686124146764,0.0016839275356794912
Tc,43,60,103,0.49766548222158324,0.04263054526752974,0.0018173633898069023
Tc,43,61,104,0.4551264837818968,0.03887283996514945,0.0015110976869561206
Tc,43,62,105,0.4285614677909407,0.03657603874363424,0.0013378066101758332
Tc,43,63,106,0.3645450848516025,0.03101023543359993,0.0009616347016472967
Tc,43,64,107,0.3613127335872377,0.030685921563263108,0.0009416257821867358
Tc,43,65,108,0.27035712082987223,0.02287982892301521,0.0005234865715464434
Tc,43,66,109,0.27157756874977584,0.02293249765854455,0.0005258994488591512
Tc,43,67,110,0.16905071838916105,0.014219295962732303,0.00020218837767577519
Tc,43,68,111,0.15166384410684158,0.01272473392800677,0.0001619188535385666
Tc,43,69,112,0.051266188617171714,0.004282583457086986,1.834052106691512e-05
Tc,43,70,113,0.025953540984885417,0.002161791164503768,4.673341038926557e-06
Tc,43,71,114,0.0772747972468946,0.006406281528965607,4.104044302836592e-05
Ru,44,45,89,0.2187073542111598,0.01824101568086256,0.00033273465306947383
Ru,44,46,90,0.19514826179451722,0.016411516853544583,0.0002693378854341779
Ru,44,47,91,0.15788087118678115,0.013329769385238777,0.00017768275186364895
Ru,44,48,92,0.2086434173464672,0.017744651111193832,0.0003148726430579925
Ru,44,49,93,0.23776523370213254,0.02028485222686527,0.0004114752298657608
Ru,44,50,94,0.31801172837720876,0.027297051884257684,0.000745129041571856
Ru,44,51,95,0.20546953338898608,0.01764463577173636,0.0003113331715172384
Ru,44,52,96,0.06130642137254247,0.0052781230114824496,2.7858582524340562e-05
Ru,44,53,97,0.044947952106275064,0.003867447608541852,1.495715100481609e-05
Ru,44,54,98,0.14466051859770954,0.01247019093715096,0.00015550566200900193
Ru,44,55,99,0.22917019496197893,0.019728604824157614,0.00038921784830777507
Ru,44,56,100,0.2913778147359353,0.025114900772578608,0.0006307582408164696
Ru,44,57,101,0.3648037254065544,0.031378103603852736,0.000984585385774116
Ru,44,58,102,0.39142071096279285,0.033691253916106945,0.0011351005904395915
Ru,44,59,103,0.4483964007382754,0.03849198637661466,0.0014816330152174887
Ru,44,60,104,0.43104517592943825,0.03701557257567423,0.001370152613105006
Ru,44,61,105,0.4494499194498537,0.03848145984457574,0.001480822751769695
Ru,44,62,106,0.40803287441008895,0.03493145200672032,0.001220206339297805
Ru,44,63,107,0.39112450299152773,0.03337609161394006,0.0011139634914221202
Ru,44,64,108,0.3471666235382391,0.029603685015841208,0.0008763781665171413
Ru,44,65,109,0.3175352826081674,0.026978521590834248,0.0007278406272271097
Ru,44,66,110,0.261282715102874,0.02217326718954915,0.0004916537778591369
Ru,44,67,111,0.2122676394707839,0.01794289483659206,0.000321947475117002
Ru,44,68,112,0.15002110715511216,0.01266064593413141,0.00016029195546943817
Ru,44,69,113,0.09699208138045613,0.008149939752287949,6.642151796592336e-05
Ru,44,70,114,0.03222293806642411,0.0027020013359351225,7.300811219395186e-06
Ru,44,71,115,0.034777972710487416,0.0029028526951151434,8.426553769537252e-06
Ru,44,72,116,0.1098491949574285,0.00914701503903892,8.366788412440416e-05
Ru,44,73,117,0.17655831184463405,0.014628849276832057,0.0002140032311642698
Rh,45,47,92,0.39856515429816924,0.03337353872725046,0.0011137930871792864
Rh,45,48,93,0.36735754036451396,0.030985967490838817,0.00096013018134332
Rh,45,49,94,0.44569134197342836,0.03776076796517103,0.0014258755973194865
