SYMBOL,Z,N,A,EPorc,MAE,MSE,BEA
Rb,37,49,86,0.337511739477706,0.029353063195801,0.000861602318977,8.6969014
Rb,37,50,87,0.160758913359693,0.014003683703614,0.000196103157271,8.7109843
Rb,37,51,88,0.304090062022469,0.026398409204102,0.000696876008507,8.6811154
Rb,37,52,89,0.289693490863482,0.025099593017577,0.000629989569648,8.6641895
Rb,37,53,90,0.351225791232685,0.030316146191407,0.000919068719899,8.6315262
Rb,37,54,91,0.41889309958273,0.036056483679198,0.001300070015308,8.6075621
Rb,37,55,92,0.545525479444046,0.046748383178711,0.002185411329824,8.5694225
Rb,37,56,93,0.667682341684071,0.057026220666504,0.003251989843505,8.5409209
Rb,37,57,94,0.91530880293836,0.077735020166015,0.006042733360211,8.4927644
Rb,37,58,95,1.08835590436304,0.092077050305177,0.008478183192902,8.4601967
Rb,37,59,96,1.37865595755637,0.115929749804687,0.013439706889777,8.4088963
Rb,37,60,97,1.55699713398374,0.130416994641113,0.01700859249122,8.3761872
Rb,37,61,98,1.51615317587417,0.126306618371583,0.015953361844465,8.3307294
Rb,37,62,99,1.59570490747092,0.132368525146484,0.017521426449455,8.295301
Rb,37,63,100,1.56417990682568,0.128958945373535,0.016630409591854,8.2445085
Rb,37,64,101,1.68075439661199,0.137925652148438,0.019023485520572,8.2061753
Rb,37,65,102,1.68231171405055,0.137154572375488,0.018811376723503,8.1527443
Sr,38,37,75,1.34712044816578,0.111764004248046,0.012491192645557,8.2965116
Sr,38,38,76,1.27633787981479,0.10713490053711,0.011477886913097,8.3939294
Sr,38,39,77,1.12045384826434,0.094520576831055,0.008934139444475,8.4359188
Sr,38,40,78,0.798038827485088,0.067834075231934,0.004601461762572,8.5000971
Sr,38,41,79,0.839372688476643,0.071546917590332,0.005118961416678,8.5238558
Sr,38,42,80,0.505468838632433,0.043362132604981,0.001880274544052,8.5785966
Sr,38,43,81,0.651132300167584,0.055915038879395,0.003126491572884,8.5873545
Sr,38,44,82,0.35278388926277,0.030465425354004,0.000928142142,8.635719
Sr,38,45,83,0.568248615965021,0.049087631628417,0.002409595578887,8.6384076
Sr,38,46,84,0.298866061292138,0.025934141918945,0.000672579717072,8.6775132
Sr,38,47,85,0.393133620878973,0.034107169421386,0.001163299005939,8.6757193
Sr,38,48,86,0.02118399752899,0.001844799230957,3.40328420254009E-06,8.7084566
Sr,38,49,87,0.131441801123381,0.011442319384766,0.000130926672903,8.7052363
Sr,38,50,88,0.181781747770765,0.015874265270997,0.000251992297894,8.7325958
Sr,38,51,89,0.13238383291588,0.011525234558105,0.000132831031619,8.705923
Sr,38,52,90,0.231110125179441,0.02009734642334,0.00040390333326,8.6960043
Sr,38,53,91,0.319774575717337,0.027704872399902,0.000767559954695,8.6638759
Sr,38,54,92,0.282771980412215,0.024456685607911,0.000598129470924,8.648907
Sr,38,55,93,0.384742665208795,0.03313706817627,0.001098065287319,8.6127875
Sr,38,56,94,0.394211107394145,0.033877849755859,0.001147708704081,8.5938344
Sr,38,57,95,0.598692799684983,0.051182771301269,0.002619676078078,8.5490875
Sr,38,58,96,0.714146171910835,0.060853852880859,0.003703191410445,8.5212041
Sr,38,59,97,0.976943381009041,0.082765167077637,0.006850072881389,8.4718489
Sr,38,60,98,1.07343406334404,0.090659433959962,0.008219132965941,8.4457385
Sr,38,61,99,1.26671791162069,0.106436270202638,0.011328679614649,8.4025235
Sr,38,62,100,1.4158938680385,0.118541483410645,0.014052083289196,8.3722012
Sr,38,63,101,1.54462556144932,0.128586078955077,0.016534379701042,8.3247411
Sr,38,64,102,1.60120455222471,0.132759412890625,0.017625061711064,8.2912213
Y,39,40,79,1.14937661316911,0.096740487109376,0.009358721846159,8.4167788
Y,39,41,80,1.0255126719807,0.08669967067871,0.007516832895797,8.4542759
Y,39,42,81,0.853003909846361,0.072555686010743,0.00526432757249,8.5059031
Y,39,43,82,0.878144474052243,0.074899367626953,0.005609915270917,8.5292762
Y,39,44,83,0.623093615556021,0.053421910009766,0.002853900469091,8.5736571
Y,39,45,84,0.705654135847474,0.060600033215332,0.003672364025699,8.5877812
Y,39,46,85,0.499968011060657,0.043137982946778,0.001860885572717,8.6281486
Y,39,47,86,0.626926993885268,0.054156645129394,0.002932942211671,8.6384293
Y,39,48,87,0.256288739491928,0.022232651159667,0.000494290777587,8.6748451
Y,39,49,88,0.240868051610656,0.020913463964844,0.000437372975009,8.6825396
Y,39,50,89,0.120711752466033,0.010518835388183,0.000110645897924,8.714011
Y,39,51,90,0.19462842778662,0.016919784533691,0.000286279108667,8.6933778
Y,39,52,91,0.288356937143264,0.025043633032226,0.000627183555453,8.6849421
Y,39,53,92,0.56677313298742,0.049091561608886,0.002409981421199,8.6615894
Y,39,54,93,0.519816862760213,0.044958468713379,0.002021263909052,8.6489054
Y,39,55,94,0.505921424587105,0.043624627001954,0.00190310808106,8.6228068
Y,39,56,95,0.502726971806239,0.043259476953125,0.001871382346258,8.6049644
Y,39,57,96,0.599359499977182,0.05136167421875,0.002638021578553,8.5694269
Y,39,58,97,0.715606318094173,0.061123238867188,0.003736050329615,8.5414616
Y,39,59,98,0.912446447696264,0.077536197155762,0.006011861869377,8.4976162
Y,39,60,99,0.946725799001186,0.080251047106934,0.006440230561759,8.4766938
Y,39,61,100,1.06756630232813,0.090096351721192,0.008117352593469,8.4394151
Y,39,62,101,1.16449066155248,0.097972447998046,0.00959860056673,8.4133305
Y,39,63,102,1.33725952235812,0.111954259960937,0.012533756323401,8.3719172
Y,39,64,103,1.47472931792697,0.123031263586427,0.015136691819673,8.3426336
Zr,40,41,81,1.20841471685595,0.101448251062012,0.010291747643541,8.3951519
Zr,40,42,82,0.81032382677779,0.068597692907716,0.004705643472261,8.4654666
Zr,40,43,83,0.861320107348417,0.073112293408203,0.005345407447407,8.4883997
Zr,40,44,84,0.474573328776013,0.040571416723633,0.001646039854963,8.5490301
Zr,40,45,85,0.547099882699259,0.046853849511718,0.002195283214067,8.5640394
Zr,40,46,86,0.229111783146275,0.019735808825683,0.000389502150004,8.6140523
Zr,40,47,87,0.3643975757546,0.031424387939453,0.000987492157369,8.6236545
Zr,40,48,88,0.137645470803209,0.011928403161621,0.000142286801986,8.6660339
Zr,40,49,89,0.126195159421283,0.010945393920899,0.000119801648084,8.6733865
Zr,40,50,90,0.293947285964735,0.025602720129395,0.000655499278024,8.7099699
Zr,40,51,91,0.024654046315942,0.002143253881837,4.59353720200796E-06,8.6933149
Zr,40,52,92,0.01197859600338,0.00104126081543,1.08422408575085E-06,8.6926783
Zr,40,53,93,0.30431209896896,0.026388790966797,0.000696368288689,8.6716207
Zr,40,54,94,0.365455279756302,0.031673284033204,0.001003196921448,8.6668016
Zr,40,55,95,0.607951422847724,0.052548842980958,0.002761380898637,8.6435924
Zr,40,56,96,0.493484144673193,0.042613976000977,0.001815950950612,8.6353283
Zr,40,57,97,0.543909058540915,0.046796402661133,0.002189903302023,8.6037182
Zr,40,58,98,0.593344269870432,0.050917235681153,0.00259256488941,8.5813984
Zr,40,59,99,0.769001601885114,0.065666777038574,0.004312125606634,8.539225
Zr,40,60,100,0.757866723453013,0.064586210058593,0.004171378529733,8.5221066
Zr,40,61,101,0.865253928860257,0.073424097741699,0.005391098129182,8.4858439
Zr,40,62,102,0.883186001018703,0.074773123413086,0.005591019984949,8.466294
Zr,40,63,103,1.04211294542353,0.087806703747559,0.007710017223012,8.4258337
Zr,40,64,104,1.10835447303536,0.093127444116211,0.008672720847618,8.4023159
Zr,40,65,105,1.30904334406759,0.109417670776367,0.011972226678125,8.358598
Nb,41,42,83,1.20171016505742,0.100691161340333,0.010138709972065,8.3789889
Nb,41,43,84,1.05915332531136,0.089159064074707,0.007949338706678,8.4179563
Nb,41,44,85,0.836201631723308,0.070857315502929,0.005020759160282,8.4737117
Nb,41,45,86,0.81859844918526,0.069599066442871,0.004844030049719,8.5022231
Nb,41,46,87,0.502242266329688,0.042950542687988,0.001844749117193,8.5517579
Nb,41,47,88,0.508462329969062,0.043587431384278,0.001899864174679,8.5724013
Nb,41,48,89,0.255971596539564,0.022056607629395,0.000486493940117,8.6168184
Nb,41,49,90,0.310204886785709,0.026781157348633,0.000717230388932,8.633377
Nb,41,50,91,0.002971198098707,0.00025762956543,6.63729929838599E-08,8.6708983
Nb,41,51,92,0.17988751190371,0.015582527441406,0.000242815161462,8.6623731
Nb,41,52,93,0.164298973276709,0.014235166833496,0.000202639974777,8.6641849
Nb,41,53,94,0.414912772272146,0.035885396569825,0.001287761686974,8.6489014
Nb,41,54,95,0.439886639108502,0.038037935961914,0.001446884572243,8.6472133
Nb,41,55,96,0.726990249753214,0.062731165698242,0.00393519914986,8.6288868
Nb,41,56,97,0.799512291441541,0.068943051416016,0.004753144338551,8.6231384
Nb,41,57,98,0.868887672945773,0.07469220493164,0.00557892547755,8.5963016
Nb,41,58,99,0.860412417714305,0.073814659997559,0.005448604030555,8.5789859
Nb,41,59,100,0.899763888105101,0.076916030749512,0.00591607578626,8.5484683
Nb,41,60,101,0.847745436532398,0.072353678466797,0.005235054787677,8.5348355
Nb,41,61,102,0.88073622803354,0.074905449218751,0.005610826322663,8.5048675
Nb,41,62,103,0.862922235895912,0.073247704284668,0.005365226182974,8.488332
Nb,41,63,104,0.955574422415737,0.080778367687989,0.006525144686336,8.4533832
Nb,41,64,105,0.999512526742475,0.084275822753906,0.007102414300848,8.4316925
Nb,41,65,106,1.13527197769825,0.095286393505859,0.009079496787353,8.3932657
Nb,41,66,107,1.23421759973773,0.10326809489746,0.010664299423751,8.3670898
Nb,41,67,108,1.40864931628464,0.117279358300781,0.013754447883443,8.3256604
Nb,41,68,109,1.53811760569186,0.127619628063965,0.016286769467185,8.2971307
Nb,41,69,110,1.66382039212533,0.137352710949708,0.018865767205234,8.2552607
Mo,42,43,85,1.21308278354794,0.101429878967284,0.010288020347318,8.361332
Mo,42,44,86,0.776393356430862,0.065486586303711,0.004288492985713,8.4347175
Mo,42,45,87,0.770519136231507,0.065204598620605,0.004251639681274,8.4624243
Mo,42,46,88,0.391139445379881,0.033340369213867,0.001111580219317,8.5239087
Mo,42,47,89,0.392471468623452,0.033536628515625,0.001124705452195,8.5449851
Mo,42,48,90,0.050842238011589,0.004370921691894,1.91049564366706E-05,8.5970285
Mo,42,49,91,0.105045733748425,0.009048249365234,8.18708165754608E-05,8.6136286
Mo,42,50,92,0.171223349609658,0.014824057360841,0.000219752676637,8.6577312
Mo,42,51,93,0.085944929724361,0.007435447814942,5.52858842087206E-05,8.6514095
Mo,42,52,94,0.034951016446233,0.003027573815919,9.16620321083635E-06,8.6623341
Mo,42,53,95,0.195940341729492,0.016946333874511,0.000287178231786,8.6487212
Mo,42,54,96,0.140306017502783,0.012142065917969,0.000147429764756,8.653988
Mo,42,55,97,0.433142874526487,0.037402288305664,0.0013989311705,8.6350926
Mo,42,56,98,0.437587412161826,0.037786413000488,0.001427813007443,8.6351691
Mo,42,57,99,0.830888225445012,0.071521181713868,0.005115279433748,8.6077982
Mo,42,58,100,0.850208881966822,0.073157605688477,0.005352035270071,8.6046626
Mo,42,59,101,0.958424137673927,0.082164895288086,0.006751070017702,8.5729159
Mo,42,60,102,0.799411071137172,0.068496733422851,0.004691802489601,8.5683994
Mo,42,61,103,0.834108661072392,0.071218426220703,0.005072064233354,8.5382672
Mo,42,62,104,0.74334544848974,0.06339180333252,0.004018520729749,8.5279063
Mo,42,63,105,0.812545136164887,0.069024596130371,0.004764394870961,8.494863
Mo,42,64,106,0.780455945701639,0.066178919567872,0.004379649395171,8.4795202
Mo,42,65,107,0.901073118809633,0.076070566040039,0.005786731017652,8.442219
Mo,42,66,108,0.925508128957118,0.07794775784912,0.006075852953705,8.4221581
Mo,42,67,109,1.0890192383083,0.091275235949707,0.008331168697675,8.3814163
Mo,42,68,110,1.139029673428,0.09521482775879,0.009065863425136,8.359293
Mo,42,69,111,1.34454870313322,0.111803166882325,0.012499948124917,8.3152932
Tc,43,44,87,1.17515326317935,0.098098796594238,0.009623373893238,8.3477449
Tc,43,45,88,0.994326146782784,0.08342231114502,0.006959281996776,8.3898338
Tc,43,46,89,0.711336475604012,0.060112028063966,0.003613455917963,8.4505758
Tc,43,47,90,0.645243574080481,0.054738335266114,0.002996285347706,8.48336
Tc,43,48,91,0.300900543955314,0.025686843737793,0.00065981394121,8.5366558
Tc,43,49,92,0.234313982548021,0.020065580993652,0.000402627540613,8.563544
Tc,43,50,93,0.055141612133694,0.00474690880127,2.25331431675718E-05,8.6085782
Tc,43,51,94,0.220802746030292,0.019008328356934,0.000361316546925,8.6087373
Tc,43,52,95,0.271159982703215,0.023381287695312,0.000546684614291,8.6226911
Tc,43,53,96,0.436426532515287,0.037597566638183,0.001413577017113,8.6148673
Tc,43,54,97,0.338546528411331,0.029195322961426,0.000852366882822,8.6237254
Tc,43,55,98,0.57232292395678,0.049277030651856,0.002428225749864,8.6100047
Tc,43,56,99,0.535547178480462,0.046129947998047,0.002127972102303,8.6136105
Tc,43,57,100,0.825864241297624,0.070984009362793,0.005038729585217,8.5951184
Tc,43,58,101,0.854444383377644,0.073423573034669,0.005391021077177,8.5931366
Tc,43,59,102,1.15901721138158,0.099335324853517,0.009867506763754,8.5706514
Tc,43,60,103,1.06524330701778,0.091249854858399,0.008326536011679,8.5661045
Tc,43,61,104,1.0401986188767,0.088844477050781,0.007893341102427,8.541107
Tc,43,62,105,0.904132784797206,0.077164183557128,0.005954311224038,8.5346074
Tc,43,63,106,0.914714990744134,0.077810752075195,0.006054513138507,8.506557
Tc,43,64,107,0.862955841981123,0.073289958581542,0.005371418028884,8.4928979
Tc,43,65,108,0.897609042085227,0.075963012402344,0.005770379253239,8.4628172
Tc,43,66,109,0.90504446319025,0.076423579931641,0.005840563569568,8.4441796
Tc,43,67,110,0.974170328839105,0.081940002124023,0.006714163948085,8.4112603
Tc,43,68,111,1.01222920772061,0.084926947607421,0.007212586429914,8.3900906
Tc,43,69,112,1.12518769522591,0.093993923474121,0.008834857650059,8.3536217
Tc,43,70,113,1.20018056659672,0.099968622631836,0.009993725510907,8.3294652
Tc,43,71,114,1.34819823291168,0.111769137475585,0.012492340092036,8.2902599
Ru,44,45,89,1.06171977821893,0.088551421569825,0.007841354262037,8.340376
Ru,44,46,90,0.672780648715271,0.056579294396972,0.003201216554459,8.4097684
Ru,44,47,91,0.601923416171423,0.050819964855958,0.002582668827961,8.4429287
Ru,44,48,92,0.209770172199073,0.017840479064942,0.000318282693267,8.504774
Ru,44,49,93,0.151253507184074,0.012904136547851,0.000166516740046,8.5314627
Ru,44,50,94,0.238994209454665,0.020514455139161,0.000420842869657,8.583662
Ru,44,51,95,0.000226862926433,1.94817871097541E-05,3.79540028989782E-10,8.5874706
Ru,44,52,96,0.006489480487901,0.000558706176758,3.12152591947312E-07,8.609413
Ru,44,53,97,0.294534344607051,0.025342559411621,0.000642245317532,8.6042799
Ru,44,54,98,0.109100208154571,0.009404780517578,8.84498965838081E-05,8.620314
Ru,44,55,99,0.33236194772099,0.028612086865234,0.000818651514784,8.6087132
Ru,44,56,100,0.209521918273472,0.018059446948243,0.000326143624076,8.6193593
Ru,44,57,101,0.507596200071179,0.043660206970214,0.001906213672682,8.601366
Ru,44,58,102,0.43790281188221,0.037692167053223,0.001420699457168,8.6074275
Ru,44,59,103,0.796371422296229,0.068363434423828,0.004673559166221,8.5843656
Ru,44,60,104,0.761867426452751,0.065424601855469,0.004280378527947,8.5873998
Ru,44,61,105,1.0662681230795,0.091292827490234,0.008334380351162,8.5619016
Ru,44,62,106,0.940459618498466,0.08051218930664,0.006482212626948,8.5609406
Ru,44,63,107,0.945514392789737,0.080684218847656,0.006509943171056,8.5333676
Ru,44,64,108,0.805112973281825,0.068653808422852,0.004713345410962,8.5272267
Ru,44,65,109,0.850440367903645,0.072255352661133,0.005220835988185,8.496228
Ru,44,66,110,0.754118855764701,0.063996881213379,0.004095600805039,8.4863123
Ru,44,67,111,0.827554923640156,0.069952871777344,0.004893404269898,8.4529582
Ru,44,68,112,0.776062492258213,0.065493800329589,0.004289437881612,8.4392431
Ru,44,69,113,0.888443213978067,0.074653090893556,0.005573083979961,8.4026857
Ru,44,70,114,0.880471349560216,0.073830473120117,0.00545093876114,8.3853351
Ru,44,71,115,1.01777224621813,0.084951556335449,0.007216766923815,8.346814
Ru,44,72,116,1.04132885615609,0.086710245910645,0.007518666745885,8.326884
Ru,44,73,117,1.214531607862,0.100630775451661,0.010126552968003,8.2855625
Rh,45,47,92,0.787964347243898,0.065979572912598,0.004353304041729,8.3734211
Rh,45,48,93,0.462503922620692,0.039011398803711,0.001521889236622,8.4348255
Rh,45,49,94,0.335281129672251,0.028406369494629,0.000806921827865,8.4724033
Rh,45,50,95,0.03870582771738,0.00329981529541,1.08887809838219E-05,8.5253707
Rh,45,51,96,0.137466210468718,0.011732292236328,0.000137646681119,8.5346735
Rh,45,52,97,0.091922022923977,0.007868428552246,6.19121678818055E-05,8.5598949
Rh,45,53,98,0.335320895793189,0.028706163989257,0.000824043850978,8.5608038
Rh,45,54,99,0.357458582395068,0.03067064663086,0.000940688564755,8.5801959
Rh,45,55,100,0.531824637679266,0.04560488380127,0.002079805426527,8.5751732
Rh,45,56,101,0.380189300071816,0.032651482861327,0.001066119333044,8.5882172
Rh,45,57,102,0.600322767523167,0.051489574511718,0.002651176283398,8.5769818
Rh,45,58,103,0.516905155154863,0.044372134594728,0.001968886328493,8.5841927
Rh,45,59,104,0.784441257505202,0.067218379919433,0.004518310598993,8.5689501
Rh,45,60,105,0.741361453936924,0.063554732653808,0.004039204042697,8.5727053
Rh,45,61,106,1.05134138847753,0.0899310243042,0.008087589132403,8.5539317
Rh,45,62,107,1.0376666956337,0.088763088317871,0.007878885847726,8.554104
Rh,45,63,108,1.19344762553402,0.101832896191405,0.01036993874673,8.5326657
Rh,45,64,109,1.0341028952754,0.088189746789551,0.007777431438805,8.5281404
Rh,45,65,110,0.995756885574819,0.084681705725098,0.007170991284512,8.5042551
Rh,45,66,111,0.884485778989769,0.075142609997558,0.005646411837245,8.4956267
Rh,45,67,112,0.879814574094504,0.074510322607422,0.005551788175062,8.4688666
Rh,45,68,113,0.808742634467696,0.068393880554199,0.004677722897262,8.4568165
Rh,45,69,114,0.844892441113065,0.071195893164063,0.005068855203429,8.4266221
Rh,45,70,115,0.820337460117626,0.068995743762207,0.0047604126573,8.4106538
Rh,45,71,116,0.891015331974572,0.074645810046388,0.005571996957481,8.3776123
Rh,45,72,117,0.894970512694028,0.074813060644532,0.005596994043002,8.3592766
Rh,45,73,118,1.00736438381745,0.083841465905762,0.007029391405227,8.3228539
Rh,45,74,119,1.02529717604623,0.085134477526856,0.007247879263771,8.3033953
Rh,45,76,121,1.18528077158099,0.097729240734863,0.009551004494613,8.2452397
Pd,46,46,92,1.0616509494653,0.087857662170411,0.00771896880205,8.2755695
Pd,46,47,93,0.892375403922875,0.074232816418457,0.005510511033416,8.3185637
Pd,46,48,94,0.415252619860336,0.03484668433838,0.001214291409379,8.3916832
Pd,46,49,95,0.290754609445843,0.024507649914551,0.000600624904334,8.4289807
Pd,46,50,96,0.110688243207024,0.009397454760743,8.8312155980206E-05,8.4900207
Pd,46,51,97,0.029652428327239,0.002521177050781,6.35633372138438E-06,8.5024303
Pd,46,52,98,0.089016847727485,0.007596608679199,5.77084634248813E-05,8.5338999
Pd,46,53,99,0.118368650861927,0.010106236340333,0.000102136012967,8.5379332
Pd,46,54,100,0.068033003477947,0.005826050610352,3.39428657143857E-05,8.5635652
Pd,46,55,101,0.353548531000545,0.030266810327149,0.00091607980738,8.5608644
Pd,46,56,102,0.192597896835485,0.016525455578613,0.000273090682081,8.5802887
Pd,46,57,103,0.38963557490123,0.033395732531739,0.001115274951331,8.5710173
Pd,46,58,104,0.22892919127419,0.019653224243164,0.000386249223152,8.5848485
Pd,46,59,105,0.483657107294358,0.041452562219238,0.00171831491454,8.5706509
Pd,46,60,106,0.375254910825828,0.032196846582032,0.001036636929827,8.5799934
Pd,46,61,107,0.687970517517992,0.05889643088379,0.003468789570849,8.5608946
Pd,46,62,108,0.616954829401018,0.052854668920899,0.002793616026738,8.5670241
Pd,46,63,109,0.966637129263892,0.082598006896973,0.006822430743352,8.5448825
Pd,46,64,110,0.883127864916038,0.075482378112794,0.005697589405563,8.547163
Pd,46,65,111,1.09481804821334,0.093297654833984,0.008704452397521,8.5217498
Pd,46,66,112,0.91021166555083,0.077556591979981,0.006015024959549,8.5207205
Pd,46,67,113,0.947567300500813,0.080472906311036,0.006475888650145,8.4925795
Pd,46,68,114,0.78802838740286,0.066887893652345,0.004473990317247,8.4880056
Pd,46,69,115,0.824922675923717,0.069769767285155,0.004867820427025,8.4577342
Pd,46,70,116,0.710920685185747,0.060067647277832,0.003608122249494,8.4492755
Pd,46,71,117,0.772624606583162,0.065031228259278,0.00422906064891,8.4169243
Pd,46,72,118,0.696877139066773,0.058574054577637,0.003430919869664,8.4052197
Pd,46,73,119,0.805915435066902,0.067446735559083,0.004549062137577,8.3689594
Pd,46,74,120,0.731866267113809,0.061162661877441,0.003740871207934,8.3570817
Pd,46,75,121,0.841250904272119,0.069999296533203,0.004899901515143,8.3208584
Pd,46,76,122,0.803270719703489,0.066719469177246,0.004451487567293,8.3059755
Pd,46,77,123,0.910220806632104,0.075275550158692,0.005666408451694,8.2700318
Ag,47,49,96,0.467982746655527,0.039124716174316,0.001530743415721,8.3602903
Ag,47,50,97,0.076377494163746,0.006433438330077,4.13891287469101E-05,8.4232121
Ag,47,51,98,0.217979854690192,0.018401176184082,0.000338603284958,8.4416866
Ag,47,52,99,0.123547253087506,0.010470350976563,0.000109628249572,8.4747744
Ag,47,53,100,0.259051121743136,0.021980473950196,0.000483141235075,8.4849947
Ag,47,54,101,0.171968987934191,0.014638940063478,0.000214298566182,8.5125465
Ag,47,55,102,0.381710832974174,0.032510941467285,0.001056961315089,8.517165
Ag,47,56,103,0.357547682663609,0.030526176879883,0.000931847474902,8.537652
Ag,47,57,104,0.583423286450018,0.049802091064454,0.002480248274392,8.536185
Ag,47,58,105,0.411148399497632,0.035154712695313,0.00123585382469,8.5503708
Ag,47,59,106,0.594158927920987,0.050768739636231,0.002577464924251,8.5446397
Ag,47,60,107,0.479891864595714,0.041049475964355,0.001685059476948,8.5539012
Ag,47,61,108,0.716652849244449,0.061216674145507,0.003747481193437,8.5420262
Ag,47,62,109,0.648243393203306,0.055411297485351,0.00307041188901,8.5479155
Ag,47,63,110,0.923744270186741,0.078814867089843,0.00621178327439,8.5321089
Ag,47,64,111,0.893060798816858,0.076220844104004,0.005809617075927,8.5347878
Ag,47,65,112,1.13629244800782,0.096767581860352,0.0093639648991,8.5160807
Ag,47,66,113,1.03065210209302,0.087771013244629,0.007703750765989,8.516066
Ag,47,67,114,1.12525735895682,0.095576868749999,0.009134937840055,8.4937786
Ag,47,68,115,0.963715128478914,0.081824765917968,0.00669529231753,8.4905553
Ag,47,69,116,0.969092715609941,0.08204249095459,0.006730970322034,8.4659073
Ag,47,70,117,0.831522461223964,0.070342239318848,0.00494803063239,8.4594515
Ag,47,71,118,0.812447028261871,0.068520888671875,0.004695112184384,8.43389
Ag,47,72,119,0.724702006339598,0.06104319071045,0.003726271132112,8.4232126
Ag,47,73,120,0.73309575283654,0.061545793737793,0.003787884726815,8.3953281
Ag,47,74,121,0.672680321481652,0.056386288427735,0.003179413522656,8.3823306
Ag,47,75,122,0.701275958683856,0.058575891455078,0.003431135059757,8.3527591
Ag,47,76,123,0.662130412851371,0.055208239819336,0.003047949743949,8.3379707
Ag,47,77,124,0.684811683068202,0.056900289172363,0.003237642907899,8.3088958
Ag,47,78,125,0.655056398507496,0.054325891210938,0.002951302455863,8.2933151
Cd,48,49,97,0.503392152458335,0.041833404589843,0.001750033739578,8.3103013
Cd,48,50,98,0.048451817258404,0.004059436328125,1.64790233021046E-05,8.3782953
Cd,48,51,99,0.171640273975919,0.014414991113281,0.000207791968796,8.3983734
Cd,48,52,100,0.003469448059045,0.000292742919921,8.56984171639294E-08,8.4377375
Cd,48,53,101,0.120093839294019,0.010148368603515,0.000102989385313,8.4503657
Cd,48,54,102,0.060378263602505,0.005122571704101,2.62407408636564E-05,8.4841322
Cd,48,55,103,0.138269648468071,0.011738753979492,0.000137798344991,8.4897547
Cd,48,56,104,0.027753121589636,0.002363906323243,5.58805310506831E-06,8.5176232
Cd,48,57,105,0.300788699831483,0.025617732006836,0.000656268193174,8.5168532
Cd,48,58,106,0.161784695034104,0.013814874707032,0.000190850763171,8.5390492
Cd,48,59,107,0.344411339163341,0.029389833276367,0.000863762300013,8.5333524
Cd,48,60,108,0.143370360043113,0.012258193884277,0.000150263317305,8.5500196
Cd,48,61,109,0.391056013578509,0.033391352453613,0.001114982418681,8.5387646
Cd,48,62,110,0.238748161739431,0.020416013061524,0.000416813589328,8.5512755
Cd,48,63,111,0.521144522296037,0.044490525305175,0.00197940684193,8.5370801
Cd,48,64,112,0.425696653780637,0.03637463223877,0.001323113870506,8.5447306
Cd,48,65,113,0.750533513826218,0.063997898156739,0.00409573096848,8.5269874
Cd,48,66,114,0.691617629345775,0.059005451416015,0.003481643296808,8.5315135
Cd,48,67,115,0.96233129058466,0.081901371655274,0.006707834679015,8.5107252
Cd,48,68,116,0.837208305331573,0.071266110388184,0.005078858489861,8.5123511
Cd,48,69,117,0.954919736149008,0.081062888122558,0.00657119183077,8.488974
Cd,48,70,118,0.768492703253064,0.06522839263916,0.004254743206288,8.487835
Cd,48,71,119,0.804512789867137,0.068073351721191,0.004633981214557,8.4614381
Cd,48,72,120,0.644512270992333,0.054513002563477,0.002971667448486,8.458024
Cd,48,73,121,0.658926618906229,0.055554084790039,0.003086256336859,8.4309972
Cd,48,74,122,0.52386036374235,0.044131394177246,0.001947579952027,8.4242667
Cd,48,75,123,0.54346956317292,0.045626419250489,0.002081770133621,8.3953955
Cd,48,76,124,0.427467578339277,0.035851782312012,0.001285350294948,8.3870179
Cd,48,77,125,0.452422210456978,0.037812007385254,0.001429747902503,8.3576815
Cd,48,78,126,0.366645261354866,0.030602924121094,0.000936538964761,8.3467393
Cd,48,79,127,0.397588685396899,0.033067041845703,0.001093429256425,8.3168971
Cd,48,80,128,0.344168344085145,0.02857711225586,0.000816651344884,8.3032367
Cd,48,81,129,0.422087172275931,0.034904629980469,0.001218333194073,8.2695311
Cd,48,82,130,0.446659760353306,0.036860984423829,0.001358732172694,8.2525868
Cd,48,83,131,0.643251157281562,0.052785964440918,0.002786358041958,8.2061204
Cd,48,84,132,0.876651276826124,0.071614888525391,0.005128692258504,8.1691421
In,49,51,100,0.347976665248952,0.028985584533691,0.00084016411076,8.3297495
In,49,52,101,0.197141754497236,0.016501604675293,0.00027230295686,8.370426
In,49,53,102,0.29008266656448,0.024333793054199,0.000592133484405,8.3885719
In,49,54,103,0.132000455727719,0.011119348657227,0.000123639914561,8.4237199
In,49,55,104,0.261717467509188,0.022076491271973,0.000487371466881,8.435238
In,49,56,105,0.131096931918981,0.011096967895508,0.000123142696474,8.4647045
In,49,57,106,0.332442364588126,0.028158271533203,0.000792888255738,8.4701213
In,49,58,107,0.267512723318264,0.022722648156739,0.000516318739255,8.4940439
In,49,59,108,0.517843381120315,0.043992098120118,0.00193530469701,8.4952516
In,49,60,109,0.31551444286803,0.026860068554688,0.000721463282763,8.5131027
In,49,61,110,0.481017807854432,0.040929366101075,0.001675213009436,8.5089087
In,49,62,111,0.317819844400909,0.027085504663086,0.000733624562854,8.5222824
In,49,63,112,0.52349543166935,0.044573894860839,0.001986832103065,8.5146674
In,49,64,113,0.420551876328204,0.035843340771484,0.001284745077661,8.5229297
In,49,65,114,0.665827816914534,0.056675091992188,0.003212066052323,8.5119742
