47,45
46,46
45,47
59,34
58,35
57,36
56,37
55,38
54,39
53,40
52,41
51,42
50,43
49,44
48,45
47,46
46,47
60,34
59,35
58,36
57,37
56,38
55,39
54,40
53,41
52,42
51,43
50,44
49,45
48,46
47,47
46,48
61,34
60,35
59,36
58,37
57,38
56,39
55,40
54,41
53,42
52,43
51,44
50,45
49,46
48,47
47,48
61,35
60,36
59,37
58,38
57,39
56,40
55,41
54,42
53,43
52,44
51,45
50,46
49,47
48,48
47,49
62,35
61,36
60,37
59,38
58,39
57,40
56,41
55,42
54,43
53,44
52,45
51,46
50,47
49,48
48,49
63,35
62,36
61,37
60,38
59,39
58,40
57,41
56,42
55,43
54,44
53,45
52,46
51,47
50,48
49,49
63,36
62,37
61,38
60,39
59,40
58,41
57,42
56,43
55,44
54,45
53,46
52,47
51,48
50,49
49,50
64,36
63,37
62,38
61,39
60,40
59,41
58,42
57,43
56,44
55,45
54,46
53,47
52,48
51,49
50,50
65,36
64,37
63,38
62,39
61,40
60,41
59,42
58,43
57,44
56,45
55,46
54,47
53,48
52,49
51,50
65,37
64,38
63,39
62,40
61,41
60,42
59,43
58,44
57,45
56,46
55,47
54,48
53,49
52,50
51,51
66,37
65,38
64,39
63,40
62,41
61,42
60,43
59,44
58,45
57,46
56,47
55,48
54,49
53,50
52,51
67,37
66,38
65,39
64,40
63,41
62,42
61,43
60,44
59,45
58,46
57,47
56,48
55,49
54,50
53,51
52,52
67,38
66,39
65,40
64,41
63,42
62,43
61,44
60,45
59,46
58,47
57,48
56,49
55,50
54,51
53,52
68,38
67,39
66,40
65,41
64,42
63,43
62,44
61,45
60,46
59,47
58,48
57,49
56,50
55,51
54,52
53,53
69,38
68,39
67,40
66,41
65,42
64,43
63,44
62,45
61,46
60,47
59,48
58,49
57,50
56,51
55,52
54,53
69,39
68,40
67,41
66,42
65,43
64,44
63,45
62,46
61,47
60,48
59,49
58,50
57,51
56,52
55,53
54,54
70,39
69,40
68,41
67,42
66,43
65,44
64,45
63,46
62,47
61,48
60,49
59,50
58,51
57,52
56,53
55,54
70,40
69,41
68,42
67,43
66,44
65,45
64,46
63,47
62,48
61,49
60,50
59,51
58,52
57,53
56,54
71,40
70,41
69,42
68,43
67,44
66,45
65,46
64,47
63,48
62,49
61,50
60,51
59,52
58,53
57,54
56,55
72,40
71,41
70,42
69,43
68,44
67,45
66,46
65,47
64,48
63,49
62,50
61,51
60,52
59,53
58,54
57,55
73,40
72,41
71,42
70,43
69,44
68,45
67,46
66,47
65,48
64,49
63,50
62,51
61,52
60,53
59,54
58,55
57,56
73,41
72,42
71,43
70,44
69,45
68,46
67,47
66,48
65,49
64,50
63,51
62,52
61,53
60,54
59,55
58,56
74,41
73,42
72,43
71,44
70,45
69,46
68,47
67,48
66,49
65,50
64,51
63,52
62,53
61,54
60,55
59,56
75,41
74,42
73,43
72,44
71,45
70,46
69,47
68,48
67,49
66,50
65,51
64,52
63,53
62,54
61,55
60,56
59,57
75,42
74,43
73,44
72,45
71,46
70,47
69,48
68,49
67,50
66,51
65,52
64,53
63,54
62,55
61,56
60,57
76,42
75,43
74,44
73,45
72,46
71,47
70,48
69,49
68,50
67,51
66,52
65,53
64,54
63,55
62,56
61,57
77,42
76,43
75,44
74,45
73,46
72,47
71,48
70,49
69,50
68,51
67,52
66,53
65,54
64,55
63,56
62,57
61,58
77,43
76,44
75,45
74,46
73,47
72,48
71,49
70,50
69,51
68,52
67,53
66,54
65,55
64,56
63,57
62,58
78,43
77,44
76,45
75,46
74,47
73,48
72,49
71,50
70,51
69,52
68,53
67,54
66,55
65,56
64,57
63,58
62,59
79,43
78,44
77,45
76,46
75,47
74,48
73,49
72,50
71,51
70,52
69,53
68,54
67,55
66,56
65,57
64,58
63,59
79,44
78,45
77,46
76,47
75,48
74,49
73,50
72,51
71,52
70,53
69,54
68,55
67,56
66,57
65,58
64,59
80,44
79,45
78,46
77,47
76,48
75,49
74,50
73,51
72,52
71,53
70,54
69,55
68,56
67,57
66,58
65,59
64,60
81,44
80,45
79,46
78,47
77,48
76,49
75,50
74,51
73,52
72,53
71,54
70,55
69,56
68,57
67,58
66,59
65,60
81,45
80,46
79,47
78,48
77,49
76,50
75,51
74,52
73,53
72,54
71,55
70,56
69,57
68,58
67,59
66,60
65,61
82,45
81,46
80,47
79,48
78,49
77,50
76,51
75,52
74,53
73,54
72,55
71,56
70,57
69,58
68,59
67,60
66,61
83,45
82,46
81,47
80,48
79,49
78,50
77,51
76,52
75,53
74,54
73,55
72,56
71,57
70,58
69,59
68,60
67,61
66,62
83,46
82,47
81,48
80,49
79,50
78,51
77,52
76,53
75,54
74,55
73,56
72,57
71,58
70,59
69,60
68,61
67,62
84,46
83,47
82,48
81,49
80,50
79,51
78,52
77,53
76,54
75,55
74,56
73,57
72,58
71,59
70,60
69,61
68,62
67,63
85,46
84,47
83,48
82,49
81,50
80,51
79,52
78,53
77,54
76,55
75,56
74,57
73,58
72,59
71,60
70,61
69,62
68,63
85,47
84,48
83,49
82,50
81,51
80,52
79,53
78,54
77,55
76,56
75,57
74,58
73,59
72,60
71,61
70,62
69,63
86,47
85,48
84,49
83,50
82,51
81,52
80,53
79,54
78,55
77,56
76,57
75,58
74,59
73,60
72,61
71,62
70,63
69,64
86,48
85,49
84,50
83,51
82,52
81,53
80,54
79,55
78,56
77,57
76,58
75,59
74,60
73,61
72,62
71,63
70,64
87,48
86,49
85,50
84,51
83,52
82,53
81,54
80,55
79,56
78,57
77,58
76,59
75,60
74,61
73,62
72,63
71,64
70,65
87,49
86,50
85,51
84,52
83,53
82,54
81,55
80,56
79,57
78,58
77,59
76,60
75,61
74,62
73,63
72,64
71,65
88,49
87,50
86,51
85,52
84,53
83,54
82,55
81,56
80,57
79,58
78,59
77,60
76,61
75,62
74,63
73,64
72,65
88,50
87,51
86,52
85,53
84,54
83,55
82,56
81,57
80,58
79,59
78,60
77,61
76,62
75,63
74,64
73,65
72,66
89,50
88,51
87,52
86,53
85,54
84,55
83,56
82,57
81,58
80,59
79,60
78,61
77,62
76,63
75,64
74,65
73,66
90,50
89,51
88,52
87,53
86,54
85,55
84,56
83,57
82,58
81,59
80,60
79,61
78,62
77,63
76,64
75,65
74,66
73,67
90,51
89,52
88,53
87,54
86,55
85,56
84,57
83,58
82,59
81,60
80,61
79,62
78,63
77,64
76,65
75,66
74,67
91,51
90,52
89,53
88,54
87,55
86,56
85,57
84,58
83,59
82,60
81,61
80,62
79,63
78,64
77,65
76,66
75,67
74,68
91,52
90,53
89,54
88,55
87,56
86,57
85,58
84,59
83,60
82,61
81,62
80,63
79,64
78,65
77,66
76,67
75,68
92,52
91,53
90,54
89,55
88,56
87,57
86,58
85,59
84,60
83,61
82,62
81,63
80,64
79,65
78,66
77,67
76,68
75,69
93,52
92,53
91,54
90,55
89,56
88,57
87,58
86,59
85,60
84,61
83,62
82,63
81,64
80,65
79,66
78,67
77,68
76,69
93,53
92,54
91,55
90,56
89,57
88,58
87,59
86,60
85,61
84,62
83,63
82,64
81,65
80,66
79,67
78,68
77,69
94,53
93,54
92,55
91,56
90,57
89,58
88,59
87,60
86,61
85,62
84,63
83,64
82,65
81,66
80,67
79,68
78,69
94,54
93,55
92,56
91,57
90,58
89,59
88,60
87,61
86,62
85,63
84,64
83,65
82,66
81,67
80,68
79,69
78,70
95,54
94,55
93,56
92,57
91,58
90,59
89,60
88,61
87,62
86,63
85,64
84,65
83,66
82,67
81,68
80,69
79,70
96,54
95,55
94,56
93,57
92,58
91,59
90,60
89,61
88,62
87,63
86,64
85,65
84,66
83,67
82,68
81,69
80,70
79,71
96,55
95,56
94,57
93,58
92,59
91,60
90,61
89,62
88,63
87,64
86,65
85,66
84,67
83,68
82,69
81,70
80,71
97,55
96,56
95,57
94,58
93,59
92,60
91,61
90,62
89,63
88,64
87,65
86,66
85,67
84,68
83,69
82,70
81,71
97,56
96,57
95,58
94,59
93,60
92,61
91,62
90,63
89,64
88,65
87,66
86,67
85,68
84,69
83,70
82,71
81,72
98,56
97,57
96,58
95,59
94,60
93,61
92,62
91,63
90,64
89,65
88,66
87,67
86,68
85,69
84,70
83,71
82,72
98,57
97,58
96,59
95,60
94,61
93,62
92,63
91,64
90,65
89,66
88,67
87,68
86,69
85,70
84,71
83,72
82,73
99,57
98,58
97,59
96,60
95,61
94,62
93,63
92,64
91,65
90,66
89,67
88,68
87,69
86,70
85,71
84,72
83,73
00,57
99,58
98,59
97,60
96,61
95,62
94,63
93,64
92,65
91,66
90,67
89,68
88,69
87,70
86,71
85,72
84,73
83,74
00,58
99,59
98,60
97,61
96,62
95,63
94,64
93,65
92,66
91,67
90,68
89,69
88,70
87,71
86,72
85,73
84,74
01,58
00,59
99,60
98,61
97,62
96,63
95,64
94,65
93,66
92,67
91,68
90,69
89,70
88,71
87,72
86,73
85,74
84,75
01,59
00,60
99,61
98,62
97,63
96,64
95,65
94,66
93,67
92,68
91,69
90,70
89,71
88,72
87,73
86,74
85,75
02,59
01,60
00,61
99,62
98,63
97,64
96,65
95,66
94,67
93,68
92,69
91,70
90,71
89,72
88,73
87,74
86,75
85,76
02,60
01,61
00,62
99,63
98,64
97,65
96,66
95,67
94,68
93,69
92,70
91,71
90,72
89,73
88,74
87,75
86,76
03,60
02,61
01,62
00,63
99,64
98,65
97,66
96,67
95,68
94,69
93,70
92,71
91,72
90,73
89,74
88,75
87,76
86,77
03,61
02,62
01,63
00,64
99,65
98,66
97,67
96,68
95,69
94,70
93,71
92,72
91,73
90,74
89,75
88,76
87,77
04,61
03,62
02,63
01,64
00,65
99,66
98,67
97,68
96,69
95,70
94,71
93,72
92,73
91,74
90,75
89,76
88,77
87,78
04,62
03,63
02,64
01,65
00,66
99,67
98,68
97,69
96,70
95,71
94,72
93,73
92,74
91,75
90,76
89,77
88,78
05,62
04,63
03,64
02,65
01,66
00,67
99,68
98,69
97,70
96,71
95,72
94,73
93,74
92,75
91,76
90,77
89,78
06,62
05,63
04,64
03,65
02,66
01,67
00,68
99,69
98,70
97,71
96,72
95,73
94,74
93,75
92,76
91,77
90,78
89,79
06,63
05,64
04,65
03,66
02,67
01,68
00,69
99,70
98,71
97,72
96,73
95,74
94,75
93,76
92,77
91,78
90,79
07,63
06,64
05,65
04,66
03,67
02,68
01,69
00,70
99,71
98,72
97,73
96,74
95,75
94,76
93,77
92,78
91,79
90,80
07,64
06,65
05,66
04,67
03,68
02,69
01,70
00,71
99,72
98,73
97,74
96,75
95,76
94,77
93,78
92,79
91,80
08,64
07,65
06,66
05,67
04,68
03,69
02,70
01,71
00,72
99,73
98,74
97,75
96,76
95,77
94,78
93,79
92,80
08,65
07,66
06,67
05,68
04,69
03,70
02,71
01,72
00,73
99,74
98,75
97,76
96,77
95,78
94,79
93,80
09,65
08,66
07,67
06,68
05,69
04,70
03,71
02,72
01,73
00,74
99,75
98,76
97,77
96,78
95,79
94,80
09,66
08,67
07,68
06,69
05,70
04,71
03,72
02,73
01,74
00,75
99,76
98,77
97,78
96,79
95,80
10,66
09,67
08,68
07,69
06,70
05,71
04,72
03,73
02,74
01,75
00,76
99,77
98,78
97,79
96,80
95,81
10,67
09,68
08,69
07,70
06,71
05,72
04,73
03,74
02,75
01,76
00,77
99,78
98,79
97,80
96,81
11,67
10,68
09,69
08,70
07,71
06,72
05,73
04,74
03,75
02,76
01,77
00,78
99,79
98,80
97,81
96,82
11,68
10,69
09,70
08,71
07,72
06,73
05,74
04,75
03,76
02,77
01,78
00,79
99,80
98,81
97,82
12,68
11,69
10,70
09,71
08,72
07,73
06,74
05,75
04,76
03,77
02,78
01,79
00,80
99,81
98,82
12,69
11,70
10,71
09,72
08,73
07,74
06,75
05,76
04,77
03,78
02,79
01,80
00,81
99,82
13,69
12,70
11,71
10,72
09,73
08,74
07,75
06,76
05,77
04,78
03,79
02,80
01,81
00,82
13,70
12,71
11,72
10,73
09,74
08,75
07,76
06,77
05,78
04,79
03,80
02,81
01,82
14,70
13,71
12,72
11,73
10,74
09,75
08,76
07,77
06,78
05,79
04,80
03,81
02,82
01,83
15,70
14,71
13,72
12,73
11,74
10,75
09,76
08,77
07,78
06,79
05,80
04,81
03,82
02,83
15,71
14,72
13,73
12,74
11,75
10,76
09,77
08,78
07,79
06,80
05,81
04,82
03,83
02,84
16,71
15,72
14,73
13,74
12,75
11,76
10,77
09,78
08,79
07,80
06,81
05,82
04,83
03,84
17,71
16,72
15,73
14,74
13,75
12,76
11,77
10,78
09,79
08,80
07,81
06,82
05,83
04,84
17,72
16,73
15,74
14,75
13,76
12,77
11,78
10,79
09,80
08,81
07,82
06,83
05,84
18,72
17,73
16,74
15,75
14,76
13,77
12,78
11,79
10,80
09,81
08,82
07,83
06,84
18,73
17,74
16,75
15,76
14,77
13,78
12,79
11,80
10,81
09,82
08,83
07,84
06,85
19,73
18,74
17,75
16,76
15,77
14,78
13,79
12,80
11,81
10,82
09,83
08,84
07,85
20,73
19,74
18,75
17,76
16,77
15,78
14,79
13,80
12,81
11,82
10,83
09,84
08,85
07,86
21,73
20,74
19,75
18,76
17,77
16,78
15,79
14,80
13,81
12,82
11,83
10,84
09,85
08,86
21,74
20,75
19,76
18,77
17,78
16,79
15,80
14,81
13,82
12,83
11,84
10,85
09,86
22,74
21,75
20,76
19,77
18,78
17,79
16,80
15,81
14,82
13,83
12,84
11,85
10,86
23,74
22,75
21,76
20,77
19,78
18,79
17,80
16,81
15,82
14,83
13,84
12,85
11,86
10,87
23,75
22,76
21,77
20,78
19,79
18,80
17,81
16,82
15,83
14,84
13,85
12,86
11,87
24,75
23,76
22,77
21,78
20,79
19,80
18,81
17,82
16,83
15,84
14,85
13,86
12,87
24,76
23,77
22,78
21,79
20,80
19,81
18,82
17,83
16,84
15,85
14,86
13,87
25,76
24,77
23,78
22,79
21,80
20,81
19,82
18,83
17,84
16,85
15,86
14,87
13,88
26,76
25,77
24,78
23,79
22,80
21,81
20,82
19,83
18,84
17,85
16,86
15,87
14,88
27,76
26,77
25,78
24,79
23,80
22,81
21,82
20,83
19,84
18,85
17,86
16,87
15,88
27,77
26,78
25,79
24,80
23,81
22,82
21,83
20,84
19,85
18,86
17,87
16,88
28,77
27,78
26,79
25,80
24,81
23,82
22,83
21,84
20,85
19,86
18,87
17,88
16,89
28,78
27,79
26,80
25,81
24,82
23,83
22,84
21,85
20,86
19,87
18,88
17,89
29,78
28,79
27,80
26,81
25,82
24,83
23,84
22,85
21,86
20,87
19,88
18,89
30,78
29,79
28,80
27,81
26,82
25,83
24,84
23,85
22,86
21,87
20,88
19,89
18,90
30,79
29,80
28,81
27,82
26,83
25,84
24,85
23,86
22,87
21,88
20,89
19,90
31,79
30,80
29,81
28,82
27,83
26,84
25,85
24,86
23,87
22,88
21,89
20,90
31,80
30,81
29,82
28,83
27,84
26,85
25,86
24,87
23,88
22,89
21,90
20,91
32,80
31,81
30,82
29,83
28,84
27,85
26,86
25,87
24,88
23,89
22,90
21,91
33,80
32,81
31,82
30,83
29,84
28,85
27,86
26,87
25,88
24,89
23,90
22,91
34,80
33,81
32,82
31,83
30,84
29,85
28,86
27,87
26,88
25,89
24,90
23,91
35,80
34,81
33,82
32,83
31,84
30,85
29,86
28,87
27,88
26,89
25,90
24,91
23,92
36,80
35,81
34,82
33,83
32,84
31,85
30,86
29,87
28,88
27,89
26,90
25,91
24,92
36,81
35,82
34,83
33,84
32,85
31,86
30,87
29,88
28,89
27,90
26,91
25,92
37,81
36,82
35,83
34,84
33,85
32,86
31,87
30,88
29,89
28,90
27,91
26,92
37,82
36,83
35,84
34,85
33,86
32,87
31,88
30,89
29,90
28,91
27,92
26,93
38,82
37,83
36,84
35,85
34,86
33,87
32,88
31,89
30,90
29,91
28,92
27,93
38,83
37,84
36,85
35,86
34,87
33,88
32,89
31,90
30,91
29,92
28,93
27,94
39,83
38,84
37,85
36,86
35,87
34,88
33,89
32,90
31,91
30,92
29,93
28,94
40,83
39,84
38,85
37,86
36,87
35,88
34,89
33,90
32,91
31,92
30,93
29,94
28,95
41,83
40,84
39,85
38,86
37,87
36,88
35,89
34,90
33,91
32,92
31,93
30,94
29,95
41,84
40,85
39,86
38,87
37,88
36,89
35,90
34,91
33,92
32,93
31,94
30,95
42,84
41,85
40,86
39,87
38,88
37,89
36,90
35,91
34,92
33,93
32,94
31,95
43,84
42,85
41,86
40,87
39,88
38,89
37,90
36,91
35,92
34,93
33,94
32,95
43,85
42,86
41,87
40,88
39,89
38,90
37,91
36,92
35,93
34,94
33,95
44,85
43,86
42,87
41,88
40,89
39,90
38,91
37,92
36,93
35,94
34,95
44,86
43,87
42,88
41,89
40,90
39,91
38,92
37,93
36,94
35,95
45,86
44,87
43,88
42,89
41,90
40,91
39,92
38,93
37,94
36,95
35,96
45,87
44,88
43,89
42,90
41,91
40,92
39,93
38,94
37,95
36,96
46,87
45,88
44,89
43,90
42,91
41,92
40,93
39,94
38,95
37,96
36,97
46,88
45,89
44,90
43,91
42,92
41,93
40,94
39,95
38,96
37,97
47,88
46,89
45,90
44,91
43,92
42,93
41,94
40,95
39,96
38,97
47,89
46,90
45,91
44,92
43,93
42,94
41,95
40,96
39,97
48,89
47,90
46,91
45,92
44,93
43,94
42,95
41,96
40,97
39,98
48,90
47,91
46,92
45,93
44,94
43,95
42,96
41,97
40,98
49,90
48,91
47,92
46,93
45,94
44,95
43,96
42,97
41,98
40,99
49,91
48,92
47,93
46,94
45,95
44,96
43,97
42,98
41,99
50,91
49,92
48,93
47,94
46,95
45,96
44,97
43,98
42,99
41,100
50,92
49,93
48,94
47,95
46,96
45,97
44,98
43,99
42,100
51,92
50,93
49,94
48,95
47,96
46,97
45,98
44,99
43,100
51,93
50,94
49,95
48,96
47,97
46,98
45,99
44,100
43,101
52,93
51,94
50,95
49,96
48,97
47,98
46,99
45,100
44,101
52,94
51,95
50,96
49,97
48,98
47,99
46,100
45,101
53,94
52,95
51,96
50,97
49,98
48,99
47,100
46,101
53,95
52,96
51,97
50,98
49,99
48,100
47,101
46,102
54,95
53,96
52,97
51,98
50,99
49,100
48,101
47,102
54,96
53,97
52,98
51,99
50,100
49,101
48,102
55,96
54,97
53,98
52,99
51,100
50,101
49,102
48,103
56,96
55,97
54,98
53,99
52,100
51,101
50,102
49,103
56,97
55,98
54,99
53,100
52,101
51,102
50,103
49,104
57,97
56,98
55,99
54,100
53,101
52,102
51,103
50,104
57,98
56,99
55,100
54,101
53,102
52,103
51,104
50,105
58,98
57,99
56,100
55,101
54,102
53,103
52,104
51,105
58,99
57,100
56,101
55,102
54,103
53,104
52,105
59,99
58,100
57,101
56,102
55,103
54,104
53,105
52,106
59,100
58,101
57,102
56,103
55,104
54,105
53,106
60,100
59,101
58,102
57,103
56,104
55,105
54,106
53,107
60,101
59,102
58,103
57,104
56,105
55,106
54,107
61,101
60,102
59,103
58,104
57,105
56,106
55,107
61,102
60,103
59,104
58,105
57,106
56,107
55,108
62,102
61,103
60,104
59,105
58,106
57,107
56,108
62,103
61,104
60,105
59,106
58,107
57,108
56,109
63,103
62,104
61,105
60,106
59,107
58,108
57,109
63,104
62,105
61,106
60,107
59,108
58,109
57,110
64,104
63,105
62,106
61,107
60,108
59,109
58,110
64,105
63,106
62,107
61,108
60,109
59,110
65,105
64,106
63,107
62,108
61,109
60,110
65,106
64,107
63,108
62,109
61,110
66,106
65,107
64,108
63,109
62,110
61,111
67,106
66,107
65,108
64,109
63,110
62,111
67,107
66,108
65,109
64,110
63,111
68,107
67,108
66,109
65,110
64,111
69,107
68,108
67,109
66,110
65,111
64,112
70,107
69,108
68,109
67,110
66,111
65,112
71,107
70,108
69,109
68,110
67,111
66,112
65,113
71,108
70,109
69,110
68,111
67,112
66,113
72,108
71,109
70,110
69,111
