0,1
0,1
1,1
2,1
1,2
0,3
3,1
2,2
1,3
4,1
3,2
2,3
1,4
5,1
4,2
3,3
2,4
1,5
6,1
5,2
4,3
3,4
2,5
6,2
5,3
4,4
3,5
2,6
7,2
6,3
5,4
4,5
3,6
8,2
7,3
6,4
5,5
4,6
3,7
8,3
7,4
6,5
5,6
4,7
3,8
9,3
8,4
7,5
6,6
5,7
4,8
10,3
9,4
8,5
7,6
6,7
5,8
4,9
10,4
9,5
8,6
7,7
6,8
5,9
11,4
10,5
9,6
8,7
7,8
6,9
5,10
12,4
11,5
10,6
9,7
8,8
7,9
6,10
12,5
11,6
10,7
9,8
8,9
7,10
6,11
13,5
12,6
11,7
10,8
9,9
8,10
7,11
14,5
13,6
12,7
11,8
10,9
9,10
8,11
7,12
15,5
14,6
13,7
12,8
11,9
10,10
9,11
8,12
16,5
15,6
14,7
13,8
12,9
11,10
10,11
9,12
8,13
16,6
15,7
14,8
13,9
12,10
11,11
10,12
9,13
8,14
17,6
16,7
15,8
14,9
13,10
12,11
11,12
10,13
9,14
17,7
16,8
15,9
14,10
13,11
12,12
11,13
10,14
9,15
18,7
17,8
16,9
15,10
14,11
13,12
12,13
11,14
10,15
18,8
17,9
16,10
15,11
14,12
13,13
12,14
11,15
10,16
19,8
18,9
17,10
16,11
15,12
14,13
13,14
12,15
11,16
20,8
19,9
18,10
17,11
16,12
15,13
14,14
13,15
12,16
11,17
20,9
19,10
18,11
17,12
16,13
15,14
14,15
13,16
12,17
11,18
21,9
20,10
19,11
18,12
17,13
16,14
15,15
14,16
13,17
12,18
22,9
21,10
20,11
19,12
18,13
17,14
16,15
15,16
14,17
13,18
12,19
22,10
21,11
20,12
19,13
18,14
17,15
16,16
15,17
14,18
13,19
23,10
22,11
21,12
20,13
19,14
18,15
17,16
16,17
15,18
14,19
13,20
24,10
23,11
22,12
21,13
20,14
19,15
18,16
17,17
16,18
15,19
14,20
24,11
23,12
22,13
21,14
20,15
19,16
18,17
17,18
16,19
15,20
14,21
25,11
24,12
23,13
22,14
21,15
20,16
19,17
18,18
17,19
16,20
15,21
26,11
25,12
24,13
23,14
22,15
21,16
20,17
19,18
18,19
17,20
16,21
15,22
27,11
26,12
25,13
24,14
23,15
22,16
21,17
20,18
19,19
18,20
17,21
16,22
28,11
27,12
26,13
25,14
24,15
23,16
22,17
21,18
20,19
19,20
18,21
17,22
16,23
28,12
27,13
26,14
25,15
24,16
23,17
22,18
21,19
20,20
19,21
18,22
17,23
29,12
28,13
27,14
26,15
25,16
24,17
23,18
22,19
21,20
20,21
19,22
18,23
17,24
29,13
28,14
27,15
26,16
25,17
24,18
23,19
22,20
21,21
20,22
19,23
18,24
30,13
29,14
28,15
27,16
26,17
25,18
24,19
23,20
22,21
21,22
20,23
19,24
18,25
30,14
29,15
28,16
27,17
26,18
25,19
24,20
23,21
22,22
21,23
20,24
19,25
31,14
30,15
29,16
28,17
27,18
26,19
25,20
24,21
23,22
22,23
21,24
20,25
19,26
31,15
30,16
29,17
28,18
27,19
26,20
25,21
24,22
23,23
22,24
21,25
20,26
32,15
31,16
30,17
29,18
28,19
27,20
26,21
25,22
24,23
23,24
22,25
21,26
20,27
32,16
31,17
30,18
29,19
28,20
27,21
26,22
25,23
24,24
23,25
22,26
21,27
20,28
33,16
32,17
31,18
30,19
29,20
28,21
27,22
26,23
25,24
24,25
23,26
22,27
21,28
33,17
32,18
31,19
30,20
29,21
28,22
27,23
26,24
25,25
24,26
23,27
22,28
34,17
33,18
32,19
31,20
30,21
29,22
28,23
27,24
26,25
25,26
24,27
23,28
35,17
34,18
33,19
32,20
31,21
30,22
29,23
28,24
27,25
26,26
25,27
24,28
23,29
35,18
34,19
33,20
32,21
31,22
30,23
29,24
28,25
27,26
26,27
25,28
24,29
36,18
35,19
34,20
33,21
32,22
31,23
30,24
29,25
28,26
27,27
26,28
25,29
24,30
36,19
35,20
34,21
33,22
32,23
31,24
30,25
29,26
28,27
27,28
26,29
25,30
37,19
36,20
35,21
34,22
33,23
32,24
31,25
30,26
29,27
28,28
27,29
26,30
25,31
38,19
37,20
36,21
35,22
34,23
33,24
32,25
31,26
30,27
29,28
28,29
27,30
26,31
39,19
38,20
37,21
36,22
35,23
34,24
33,25
32,26
31,27
30,28
29,29
28,30
27,31
26,32
40,19
39,20
38,21
37,22
36,23
35,24
34,25
33,26
32,27
31,28
30,29
29,30
28,31
27,32
40,20
39,21
38,22
37,23
36,24
35,25
34,26
33,27
32,28
31,29
30,30
29,31
28,32
27,33
41,20
40,21
39,22
38,23
37,24
36,25
35,26
34,27
33,28
32,29
31,30
30,31
29,32
28,33
41,21
40,22
39,23
38,24
37,25
36,26
35,27
34,28
33,29
32,30
31,31
30,32
29,33
42,21
41,22
40,23
39,24
38,25
37,26
36,27
35,28
34,29
33,30
32,31
31,32
30,33
29,34
42,22
41,23
40,24
39,25
38,26
37,27
36,28
35,29
34,30
33,31
32,32
31,33
30,34
43,22
42,23
41,24
40,25
39,26
38,27
37,28
36,29
35,30
34,31
33,32
32,33
31,34
30,35
43,23
42,24
41,25
40,26
39,27
38,28
37,29
36,30
35,31
34,32
33,33
32,34
31,35
44,23
43,24
42,25
41,26
40,27
39,28
38,29
37,30
36,31
35,32
34,33
33,34
32,35
31,36
44,24
43,25
42,26
41,27
40,28
39,29
38,30
37,31
36,32
35,33
34,34
33,35
32,36
45,24
44,25
43,26
42,27
41,28
40,29
39,30
38,31
37,32
36,33
35,34
34,35
33,36
46,24
45,25
44,26
43,27
42,28
41,29
40,30
39,31
38,32
37,33
36,34
35,35
34,36
46,25
45,26
44,27
43,28
42,29
41,30
40,31
39,32
38,33
37,34
36,35
35,36
34,37
47,25
46,26
45,27
44,28
43,29
42,30
41,31
40,32
39,33
38,34
37,35
36,36
35,37
48,25
47,26
46,27
45,28
44,29
43,30
42,31
41,32
40,33
39,34
38,35
37,36
36,37
35,38
48,26
47,27
46,28
45,29
44,30
43,31
42,32
41,33
40,34
39,35
38,36
37,37
36,38
49,26
48,27
47,28
46,29
45,30
44,31
43,32
42,33
41,34
40,35
39,36
38,37
37,38
36,39
50,26
49,27
48,28
47,29
46,30
45,31
44,32
43,33
42,34
41,35
40,36
39,37
38,38
37,39
50,27
49,28
48,29
47,30
46,31
45,32
44,33
43,34
42,35
41,36
40,37
39,38
38,39
37,40
51,27
50,28
49,29
48,30
47,31
46,32
45,33
44,34
43,35
42,36
41,37
40,38
39,39
38,40
51,28
50,29
49,30
48,31
47,32
46,33
45,34
44,35
43,36
42,37
41,38
40,39
39,40
38,41
52,28
51,29
50,30
49,31
48,32
47,33
46,34
45,35
44,36
43,37
42,38
41,39
40,40
39,41
53,28
52,29
51,30
50,31
49,32
48,33
47,34
46,35
45,36
44,37
43,38
42,39
41,40
40,41
39,42
54,28
53,29
52,30
51,31
50,32
49,33
48,34
47,35
46,36
45,37
44,38
43,39
42,40
41,41
40,42
54,29
53,30
52,31
51,32
50,33
49,34
48,35
47,36
46,37
45,38
44,39
43,40
42,41
41,42
40,43
55,29
54,30
53,31
52,32
51,33
50,34
49,35
48,36
47,37
46,38
45,39
44,40
43,41
42,42
41,43
55,30
54,31
53,32
52,33
51,34
50,35
49,36
48,37
47,38
46,39
45,40
44,41
43,42
42,43
41,44
56,30
55,31
54,32
53,33
52,34
51,35
50,36
49,37
48,38
47,39
46,40
45,41
44,42
43,43
42,44
56,31
55,32
54,33
53,34
52,35
51,36
50,37
49,38
48,39
47,40
46,41
45,42
44,43
43,44
57,31
56,32
55,33
54,34
53,35
52,36
51,37
50,38
49,39
48,40
47,41
46,42
45,43
44,44
43,45
57,32
56,33
55,34
54,35
53,36
52,37
51,38
50,39
49,40
48,41
47,42
46,43
45,44
44,45
58,32
57,33
56,34
55,35
54,36
53,37
52,38
51,39
50,40
49,41
48,42
47,43
46,44
45,45
44,46
58,33
57,34
56,35
55,36
54,37
53,38
52,39
51,40
50,41
49,42
48,43
47,44
46,45
45,46
59,33
58,34
57,35
56,36
55,37
54,38
53,39
52,40
51,41
50,42
49,43
48,44
