SYMBOL,Z,N,A,EPorc,MAE,MSE
Rb,37,36,73,1.10459027973365,0.09204754475143417,0.008472750494767277
Rb,37,37,74,1.1235252923104897,0.09431991486951041,0.008896246340991691
Rb,37,38,75,0.7499853967394907,0.06362676352354946,0.004048365036481684
Rb,37,39,76,0.5789057633365935,0.049354568321362535,0.0024358734141880422
Rb,37,40,77,0.21161959984968073,0.0181869405130346,0.00033076480522465924
Rb,37,41,78,0.20750062279323847,0.017883760293933904,0.00031982888225088685
Rb,37,42,79,0.12077959243455465,0.010471508021570486,0.00010965248024581503
Rb,37,43,80,0.014424050559927345,0.0012519401252024664,1.5673540770919674e-06
Rb,37,44,81,0.13769339873863914,0.012000955464992913,0.00014402293207274326
Rb,37,45,82,0.11046951638272469,0.009624626534344927,9.263343592561644e-05
Rb,37,46,83,0.14828093503464562,0.012953121643167975,0.00016778336030270663
Rb,37,47,84,0.06510947799189727,0.005678341961635525,3.224356743327078e-05
Rb,37,48,85,0.0837358157113902,0.0073125374205122995,5.3473203526392674e-05
Rb,37,49,86,0.19791382379546013,0.01723635076135821,0.00029709178756857376
Rb,37,50,87,0.16358007102884486,0.014249032962759145,0.00020303494037379665
Rb,37,51,88,0.3323714582195594,0.028845416690238324,0.0008320580640334797
Rb,37,52,89,0.20219283574226457,0.017533668202068142,0.00030742952062021546
Rb,37,53,90,0.33862858409544383,0.029232484544976955,0.0008545381526723166
Rb,37,54,91,0.2950899066755024,0.025431400515916636,0.0006467561322009649
Rb,37,55,92,0.5039975260961574,0.04320752324718491,0.0018668900651560244
Rb,37,56,93,0.5371265991846356,0.04593513116109271,0.0021100362747867906
Rb,37,57,94,0.8106916239069635,0.06892157945457811,0.004750184114513723
Rb,37,58,95,0.9123143553747739,0.07731823577072383,0.005978109582697238
Rb,37,59,96,1.2441472000792617,0.1047580403839774,0.01097424702509104
Rb,37,60,97,1.4076160291961288,0.11807823600701184,0.013942469818527587
Rb,37,61,98,1.5269163200381402,0.127189781622997,0.016177240549305662
Rb,37,62,99,1.6111088963208529,0.13362607193933762,0.017855927101937032
Rb,37,63,100,1.7166566410110444,0.14131774453737478,0.01997070492113072
Rb,37,64,101,1.848432063753222,0.1514358486490046,0.022932816256044233
Rb,37,65,102,1.9910687415809722,0.1618353324395052,0.026190674825805168
Sr,38,37,75,1.1298756037512085,0.09394163117613807,0.008825030068033557
Sr,38,38,76,1.0622848344038398,0.0893562984208156,0.007984548067469854
Sr,38,39,77,0.8014914372185137,0.06782711266231622,0.004600517212106538
Sr,38,40,78,0.3328429703036113,0.028423152153330022,0.0008078755783313491
Sr,38,41,79,0.2650653735980895,0.022723204977474154,0.0005163440444483062
Sr,38,42,80,0.1135943469326888,0.009805195863314964,9.614186591796888e-05
Sr,38,43,81,0.07312364327944411,0.006324898581567595,4.0004342067115774e-05
Sr,38,44,82,0.31039603145869393,0.026983247464478666,0.0007280956437292944
Sr,38,45,83,0.11754056156981593,0.010223347261389293,0.00010451682922695595
Sr,38,46,84,0.278680472360408,0.024322590474122663,0.0005915884073718825
Sr,38,47,85,0.12608799291568984,0.010995909903833478,0.00012091003461322318
Sr,38,48,86,0.3292720796678712,0.028775339722121984,0.0008280201761235313
Sr,38,49,87,0.06299775653691304,0.005494773558814003,3.019253646264151e-05
Sr,38,50,88,0.15358835523939943,0.013408463073886878,0.00017978688200378796
Sr,38,51,89,0.14748853815904936,0.012838301942062813,0.0001648219967555738
Sr,38,52,90,0.1439270994016341,0.012526802816653415,0.00015692078880731594
Sr,38,53,91,0.2419436905187685,0.020977976394878084,0.0004400754936240621
Sr,38,54,92,0.13447089998016928,0.011647487725021222,0.00013566397030452003
Sr,38,55,93,0.2739101859176739,0.02361737765594718,0.0005577805273436332
Sr,38,56,94,0.24569403263857786,0.02114582013265931,0.00044714570908277977
Sr,38,57,95,0.4515940406818931,0.03866370503986616,0.0014948820874097718
Sr,38,58,96,0.4938274213604332,0.042172297120968594,0.0017785026444592559
Sr,38,59,97,0.7592837302944864,0.06446432566419169,0.004155649283338963
Sr,38,60,98,0.8647068148008706,0.07318200488998094,0.005355605839717195
Sr,38,61,99,1.1841217151354249,0.09957732365831795,0.009915643386953409
Sr,38,62,100,1.3467839616293393,0.1128323526543138,0.012731139805507434
Sr,38,63,101,1.5954784782571796,0.13275297075918324,0.017623351245388563
Sr,38,64,102,1.6755614759720476,0.13882291232969202,0.019271800987697357
Y,39,40,79,0.8621062703685662,0.07276824400877047,0.005295217336119959
Y,39,41,80,0.6826782933430346,0.05791203337963857,0.0033538036101643724
Y,39,42,81,0.3278431778280223,0.028031990922874783,0.0007857925151001342
Y,39,43,82,0.31760899767588674,0.027241115544576644,0.0007420783761129753
Y,39,44,83,0.014911223659488054,0.001286594893505466,1.6553264199943416e-06
Y,39,45,84,0.0837853911188205,0.007240013967676262,5.2417802252147374e-05
Y,39,46,85,0.08472438323352299,0.007352923795147959,5.406548833725306e-05
Y,39,47,86,0.15101571028737468,0.013107376210093946,0.00017180331111293673
Y,39,48,87,0.0885005965073011,0.0077037835829045775,5.934828149223009e-05
Y,39,49,88,0.09442025556505443,0.00821007065628443,6.740526018118264e-05
Y,39,50,89,0.07316050568972778,0.006372180799992577,4.0604688147794044e-05
Y,39,51,90,0.21852691446316896,0.01899284008463553,0.00036072797448053823
Y,39,52,91,0.1543090443697433,0.013419588111210246,0.00018008534507453537
Y,39,53,92,0.46726476803152356,0.040512641887090695,0.0016412741526716556
Y,39,54,93,0.30733816392705193,0.02663769378941616,0.0007095667304187004
Y,39,55,94,0.37535186743429605,0.032407968287001765,0.0010502764084913121
Y,39,56,95,0.28214991111410836,0.024332302412144458,0.000592060940676051
Y,39,57,96,0.4193497345930954,0.03600028689825763,0.0012960206567568598
Y,39,58,97,0.3994668661644283,0.034227747554444576,0.0011715387026507867
Y,39,59,98,0.5983761885724729,0.05100645956968286,0.002601658917833692
Y,39,60,99,0.6439041045733536,0.05474600730845047,0.0029971253162169127
Y,39,61,100,0.8982675176030316,0.07593572483063227,0.005766234305553502
Y,39,62,101,1.0027510978730154,0.08449986047572722,0.007140226420417367
Y,39,63,102,1.307460121216885,0.10949167607357602,0.0119884271294009
Y,39,64,103,1.4655191541556418,0.12227399133886152,0.014950928957935983
Zr,40,41,81,0.9312486566050999,0.07839442770897875,0.006145686295818296
Zr,40,42,82,0.48281186691204275,0.04100549573655954,0.0016814506806010026
Zr,40,43,83,0.39922234811609847,0.03404355971584572,0.0011589639581263533
Zr,40,44,84,0.04157869805470645,0.003569960135795469,1.2744615371168805e-05
Zr,40,45,85,0.05315703403466682,0.004574863593534317,2.0929376899445727e-05
Zr,40,46,86,0.19428676447370657,0.016806961269409726,0.0002824739471114386
Zr,40,47,87,0.04024326030779369,0.003484488198374436,1.2141658004610722e-05
Zr,40,48,88,0.141955715855781,0.012336375699582902,0.00015218616540125954
Zr,40,49,89,0.03668215753488688,0.0031867692819087523,1.0155498456117224e-05
Zr,40,50,90,0.2740959598277763,0.02386892333113977,0.0005697255009878284
Zr,40,51,91,0.0564114561474528,0.004905583793100021,2.406475235112559e-05
Zr,40,52,92,0.17770322868842814,0.01547281533693301,0.00023940801445082938
Zr,40,53,93,0.12939849470597348,0.011240548250460947,0.00012634992497094065
Zr,40,54,94,0.10575458777384174,0.00918931813071211,8.44435677074343e-05
Zr,40,55,95,0.3963455844677959,0.034330703607771795,0.0011785972102046753
Zr,40,56,96,0.24378762013629296,0.021104299282496797,0.0004453914482051948
Zr,40,57,97,0.3173619924265862,0.027366594329135907,0.0007489304851754936
Zr,40,58,98,0.24067163880448086,0.02072565473426735,0.0004295527641640587
Zr,40,59,99,0.3779430960877086,0.03239914406893618,0.0010497045363996825
Zr,40,60,100,0.36874790013142394,0.03154692081974808,0.000995208213207455
Zr,40,61,101,0.5629688176260346,0.04791625626299556,0.002295967614261061
Zr,40,62,102,0.6142981374810199,0.05214727651177142,0.0027193384475951475
Zr,40,63,103,0.85990894281675,0.07258538695745997,0.005268638399764201
Zr,40,64,104,0.9660282150961418,0.08128316142815173,0.006606952331754973
Zr,40,65,105,1.258416902691244,0.10523860019063846,0.01107516297008505
Nb,41,42,83,1.0083707345460573,0.08465299608327292,0.007166129745874621
Nb,41,43,84,0.8221433200473207,0.06937035693879423,0.004812246421815717
Nb,41,44,85,0.4787238190126153,0.0407099986489321,0.0016573039899960534
Nb,41,45,86,0.4660939571348906,0.03976739172440169,0.001581445444562012
Nb,41,46,87,0.1303605859866365,0.01118952555864361,0.00012520548222753859
Nb,41,47,88,0.1974993067616483,0.016982976753789458,0.00028842149941975313
Nb,41,48,89,0.015075087151691284,0.001302121640353704,1.6955207662774207e-06
Nb,41,49,90,0.21089931868133444,0.0182257765120859,0.0003321789294685021
Nb,41,50,91,0.02329965267348508,0.002019878589669233,4.079909517004169e-06
Nb,41,51,92,0.1639584836689286,0.01420495423264967,0.00020178072475167175
Nb,41,52,93,0.02897645150929368,0.002515427063942255,6.327373314013153e-06
Nb,41,53,94,0.2050380784754101,0.017770683299803025,0.00031579718494189815
Nb,41,54,95,0.1139753423430194,0.009887775203900162,9.776809848286289e-05
Nb,41,55,96,0.4350061628000484,0.03764531436035057,0.0014171696932896167
Nb,41,56,97,0.4339807190690105,0.03755895894481576,0.0014106753970183556
Nb,41,57,98,0.514681259796707,0.044399464429249136,0.0019713124416041593
Nb,41,58,99,0.3774447580295784,0.032536733939775075,0.0010586390554677113
Nb,41,59,100,0.45144083768040194,0.03876351294832148,0.0015026099360946868
Nb,41,60,101,0.38451320059228555,0.032969008401746436,0.001086955514994427
Nb,41,61,102,0.5176599257578735,0.04418531660200209,0.0019523422032191615
Nb,41,62,103,0.5135806243765251,0.0437459438103982,0.0019137075998625168
Nb,41,63,104,0.6998272176543033,0.059309322666646125,0.003517595755176344
Nb,41,64,105,0.7523073418207721,0.0635878786396944,0.004043418309896503
Nb,41,65,106,0.9866702965278039,0.08293571999748472,0.0068783336515011876
Nb,41,66,107,1.0904355157713834,0.09136748726787047,0.008348017729644473
Nb,41,67,108,1.3686547280836232,0.11399450303568237,0.012994746722352197
Nb,41,68,109,1.5193316840917057,0.126084262885227,0.015897241347311034
Nb,41,69,110,1.7806568597564452,0.14682912355422673,0.021558791523702377
Mo,42,43,85,1.0930309669083558,0.09150047941792039,0.008372337733709273
Mo,42,44,86,0.6628779815696861,0.055974935752294286,0.003133193432473473
Mo,42,45,87,0.565834100791242,0.04798074090347981,0.002302151497646861
Mo,42,46,88,0.22949565861722665,0.019593548767119273,0.0003839071532894812
Mo,42,47,89,0.21605906985302745,0.018494714745120433,0.0003420544735033752
Mo,42,48,90,0.039869406407486166,0.003430694689773972,1.1769666054443331e-05
Mo,42,49,91,0.08048338449891204,0.0069342412507253925,4.808370172326166e-05
Mo,42,50,92,0.06906977079884756,0.005973762217649892,3.5685835033021355e-05
Mo,42,51,93,0.10542668667783113,0.009119119347669624,8.315833767704248e-05
Mo,42,52,94,0.1527256676959556,0.013245212549257701,0.0001754356554750137
Mo,42,53,95,0.012893862178288848,0.0011171951790398538,1.2481250680698909e-06
Mo,42,54,96,0.13970917814256323,0.012124317876720525,0.0001469990839757649
Mo,42,55,97,0.11560596903795006,0.010014344575303369,0.00010028709727290801
Mo,42,56,98,0.05586888687291497,0.004842778097879474,2.345249970530114e-05
Mo,42,57,99,0.39103480525233825,0.0338069626509494,0.0011429107236826878
Mo,42,58,100,0.39125047553703557,0.03381969311088362,0.001143771642114349
Mo,42,59,101,0.4604821998892599,0.03967242200672949,0.0015739010678800344
Mo,42,60,102,0.3406608774225606,0.029322635403145725,0.0008598169469858151
Mo,42,61,103,0.417070924812363,0.03575852292062187,0.0012786719614646398
Mo,42,62,104,0.3621477792050992,0.031000926120629657,0.0009610574203367382
Mo,42,63,105,0.49330094300347227,0.04203836263019056,0.0017672239326274024
Mo,42,64,106,0.4966043712805216,0.04222860627954006,0.0017832551883124102
Mo,42,65,107,0.6771088119342672,0.0572901724715571,0.0032821638618207587
Mo,42,66,108,0.7330837615782143,0.061859414438593774,0.0038265871546857037
Mo,42,67,109,0.9583378792593621,0.08042625709519413,0.0064683828303422645
Mo,42,68,110,1.0621796972675681,0.0888582315554185,0.007895785315156372
Mo,42,69,111,1.3284519214337713,0.11048222042682099,0.012206321030440661
Tc,43,44,87,1.1847751057021574,0.09889259869306599,0.009779746076267798
Tc,43,45,88,0.9928470178980983,0.0832994346653706,0.006938795815570345
Tc,43,46,89,0.6600540115174232,0.055806781516761106,0.003114396863259509
Tc,43,47,90,0.6318063543131546,0.053605564457210875,0.0028735565407761897
Tc,43,48,91,0.3098179689373994,0.0264457424102833,0.0006993772916310568
Tc,43,49,92,0.349546093236516,0.02989916060124642,0.0008939598046591263
Tc,43,50,93,0.1244172076743328,0.010691344772890687,0.00011430485305281702
Tc,43,51,94,0.3161403123092374,0.027189823980286576,0.000739286528078967
Tc,43,52,95,0.1935391834998958,0.0167012145097587,0.0002789305661009745
Tc,43,53,96,0.2879561454203482,0.02484376516527398,0.0006172126675872808
Tc,43,54,97,0.06821493852296286,0.005898560851949952,3.479302012415654e-05
Tc,43,55,98,0.2557577343714685,0.022090285154330758,0.0004879806981996459
Tc,43,56,99,0.13299860000464742,0.011502036013004258,0.00013229683244444688
Tc,43,57,100,0.4033864702806175,0.034817435794737506,0.0012122538353206685
Tc,43,58,101,0.36646356050583395,0.031643821907042735,0.0010013314648846378
Tc,43,59,102,0.6769827810314527,0.05829963872936972,0.0033988478759750256
Tc,43,60,103,0.5647671735186733,0.04861930959086891,0.0023638372650927574
Tc,43,61,104,0.5824213811420161,0.04997163708563157,0.0024971645130180686
Tc,43,62,105,0.4735418988937608,0.040588144813494154,0.0016473974994011724
Tc,43,63,106,0.5481715733652749,0.04680051664159457,0.0021902883579201704
Tc,43,64,107,0.49983713318449186,0.04260403701827897,0.001815103970254885
Tc,43,65,108,0.6255606734296264,0.05308318347932861,0.002817824368300066
Tc,43,66,109,0.6317511998912622,0.05349108227309607,0.0028612958827471326
Tc,43,67,110,0.8037608469640203,0.06772070616129078,0.004586094042983887
Tc,43,68,111,0.859262173570374,0.07220221367941448,0.005213159660207828
Tc,43,69,112,1.0733712300893572,0.0897113400170344,0.008048124527651959
Tc,43,70,113,1.173922351193284,0.0978068314673326,0.009566176281679202
Tc,43,71,114,1.4265754134168636,0.11817541900455097,0.013965429656901188
Ru,44,45,89,1.283233658813631,0.10679243725068766,0.01140462465394206
Ru,44,46,90,0.8696259704752841,0.07299081125051643,0.005327658527008516
Ru,44,47,91,0.7610057698975001,0.0641497342411963,0.004115188403216113
Ru,44,48,92,0.4192884072068745,0.03558513017613585,0.001266301489652534
Ru,44,49,93,0.38994589665870855,0.03318898877471632,0.001101508975888246
Ru,44,50,94,0.0792696055652795,0.00678259674509718,4.6003618606602866e-05
Ru,44,51,95,0.20611990993257956,0.017664117558846115,0.00031202104913273564
Ru,44,52,96,0.05485056780486535,0.0047194168347246546,2.2272895259882476e-05
Ru,44,53,97,0.24947425893035446,0.021475111803079372,0.00046118042695475893
Ru,44,54,98,0.035508943022014065,0.003065410419573311,9.396741040428623e-06
Ru,44,55,99,0.10295580873141674,0.008883482041076363,7.891625317412626e-05
Ru,44,56,100,0.08161807948602746,0.0070554538243357,4.977942866733326e-05
Ru,44,57,101,0.14227345579760983,0.012282103366361596,0.00015085006310199087
Ru,44,58,102,0.0463008697259543,0.0040009131371157025,1.6007305930745012e-05
Ru,44,59,103,0.3464216792169674,0.029871448047213534,0.0008923034084373772
Ru,44,60,104,0.32940237746584977,0.028409029279794495,0.000807072944620221
Ru,44,61,105,0.6140583190094846,0.05281136764565808,0.002789040552604861
Ru,44,62,106,0.5302630963344674,0.04558073729991996,0.0020776036128043146
Ru,44,63,107,0.5522299830217458,0.047308127233716135,0.0022380589023614744
Ru,44,64,108,0.4563620131514168,0.03905012340701042,0.0015249121381027428
Ru,44,65,109,0.531218279829355,0.04527683107029823,0.002049991431768323
Ru,44,66,110,0.49155180077063665,0.04182361402382995,0.001749214690014305
Ru,44,67,111,0.613983994836804,0.05200997694075227,0.0027050377013775827
Ru,44,68,112,0.6251035977648677,0.05283315439545788,0.0027913422033742905
Ru,44,69,113,0.7906842315043277,0.06650315114126748,0.004422669111718266
Ru,44,70,114,0.8479751689802726,0.07112847178418136,0.005059259498353084
Ru,44,71,115,1.0529164019075334,0.08785440903056418,0.007718397186109678
Ru,44,72,116,1.152444001571584,0.09585726094968372,0.009188614476775759
Ru,44,73,117,1.3935503486769627,0.11525962472849294,0.013284781092553022
Rh,45,47,92,1.1912775186222835,0.09935311163984828,0.009871040792520156
Rh,45,48,93,0.8329212620466335,0.06999736629454922,0.004899631288173296
Rh,45,49,94,0.7844687810834524,0.06616713745980007,0.0043780900796240784
Rh,45,50,95,0.42607278188424685,0.03615617288099138,0.0013072688374001363
Rh,45,51,96,0.4781733856605858,0.04067215451078354,0.0016542241525490501
Rh,45,52,97,0.2563491365610408,0.021907228324682393,0.00047992665286976653
Rh,45,53,98,0.3923908091739549,0.033572711417781065,0.0011271269519416071
Rh,45,54,99,0.2881853685337191,0.024743949050593628,0.0006122630146183733
Rh,45,55,100,0.3867205343717322,0.03320988961011295,0.0011028967679158883
Rh,45,56,101,0.13912420628642808,0.011977052151284084,0.00014344977823457872
Rh,45,57,102,0.2998279102064319,0.025793230102168607,0.0006652907191034168
Rh,45,58,103,0.14473039541741242,0.012470107967386568,0.00015550359271827795
Rh,45,59,104,0.38451125602804875,0.03307984417052445,0.0010942760903461806
Rh,45,60,105,0.31142455996406626,0.026811935850803437,0.0007188799040675986
Rh,45,61,106,0.6221264708228567,0.05344327335904531,0.002856183467329642
Rh,45,62,107,0.6098389225406059,0.0523880845973661,0.0027445114077807873
Rh,45,63,108,0.7983254086210516,0.06838545771567794,0.004676570826982776
Rh,45,64,109,0.651612403201913,0.05578159613816602,0.0031115864677214587
Rh,45,65,110,0.6737487107933008,0.05748057635726056,0.0033040166583628615
Rh,45,66,111,0.5855959831223437,0.04989788081630486,0.0024897985099581648
Rh,45,67,112,0.6571857049411007,0.05577927841057928,0.0031113279000049157
Rh,45,68,113,0.6217421445324316,0.05267730881644184,0.002774898864142781
Rh,45,69,114,0.7379860787195082,0.06225329314749928,0.0038754725077084808
Rh,45,70,115,0.7502515871045027,0.06314495922421948,0.00398728587542834
Rh,45,71,116,0.907098079487896,0.0759810483591501,0.005773119709755505
Rh,45,72,117,0.9628584867399018,0.08043388360228931,0.0064696096313466255
Rh,45,73,118,1.1567987024332143,0.09613643784475734,0.009242214681478891
Rh,45,74,119,1.252458014453281,0.10376322269473981,0.010766806383998167
Rh,45,76,121,1.61295223886788,0.1324320387831044,0.017538244896249666
Pd,46,46,92,1.725609964691919,0.14187197555291675,0.02012765744728741
Pd,46,47,93,1.4710394991637876,0.12167151578453606,0.014803957753306606
Pd,46,48,94,1.0287437637903338,0.08580469028867554,0.007362444875535531
Pd,46,49,95,0.9053976697342312,0.07585093394298958,0.00575336418002377
Pd,46,50,96,0.5470852016223796,0.046143788939296826,0.002129249257674372
Pd,46,51,97,0.5295776724023507,0.044803057084243036,0.00200731392409394
Pd,46,52,98,0.24335651437396472,0.020698942270289677,0.0004284462111087848
Pd,46,53,99,0.3140214099924543,0.026758646086969762,0.0007160251404077022
Pd,46,54,100,0.14987666029801394,0.012824296786554612,0.00016446258806963494
Pd,46,55,101,0.32431523774770954,0.0277722778809526,0.000771299418696849
Pd,46,56,102,0.08450426673724058,0.007258540988097195,5.2686417275887004e-05
Pd,46,57,103,0.18590750463670025,0.015966566512036096,0.0002549312461832725
Pd,46,58,104,0.02338977612109535,0.002013044536246511,4.052348304911931e-06
Pd,46,59,105,0.1596221022500458,0.013724912600318717,0.00018837322588638748
Pd,46,60,106,0.035024288507259374,0.0030153022705903254,9.092047783027173e-06
Pd,46,61,107,0.29088870938224726,0.025001273000823332,0.0006250636516616977
Pd,46,62,108,0.2418876163514153,0.02080010640494301,0.0004326444264569512
Pd,46,63,109,0.5634869262533647,0.04834232205678468,0.0023369801018418906
Pd,46,64,110,0.5251177493124075,0.04504251509921353,0.002028828166462879
Pd,46,65,111,0.7286696126667543,0.06232111787198846,0.00388392173281428
Pd,46,66,112,0.6119688633146824,0.05229872666135904,0.002735156810399547
Pd,46,67,113,0.661441539764131,0.056333119190121295,0.003173420317688412
Pd,46,68,114,0.5830088929199274,0.04958669500623003,0.0024588403216408783
Pd,46,69,115,0.65323930405786,0.05534348219149088,0.003062901021079868
Pd,46,70,116,0.623985269129727,0.05276778453636055,0.002784439084875772
Pd,46,71,117,0.7359866598354659,0.06196997046543551,0.0038402772394869494
Pd,46,72,118,0.7514166240189613,0.06312402884806012,0.003984643018010726
Pd,46,73,119,0.9014644776813633,0.07537175490829284,0.005680901437955767
Pd,46,74,120,0.9577279176686724,0.07985904407141398,0.00637746692000004
Pd,46,75,121,1.1426631326043721,0.09479603802984471,0.008986288826155764
Pd,46,76,122,1.2364247004398023,0.10225772887348761,0.0104566431143637
Pd,46,77,123,1.4534989107961245,0.11956113169029159,0.014294864211063248
Ag,47,49,96,1.340499481702968,0.11110475607851811,0.012344266823267006
Ag,47,50,97,0.9414561449707709,0.07862123150461109,0.006181298043301651
Ag,47,51,98,0.9215980548790568,0.07725601445983443,0.0059684917702181465
Ag,47,52,99,0.60859470029282,0.051328368133113145,0.002634601375208385
Ag,47,53,100,0.6091286629589253,0.0515046942797035,0.0026527335328457224
Ag,47,54,101,0.36533542642717326,0.031039431251169702,0.0009634462923960904
Ag,47,55,102,0.4832207811009388,0.04111513399431921,0.001690454243370823
Ag,47,56,103,0.33097963612824977,0.028265372326181648,0.0007989312727376753
Ag,47,57,104,0.489320980877258,0.04180845869183081,0.001747947218186523
Ag,47,58,105,0.2142024138531441,0.018351094402991208,0.00033676266578749523
Ag,47,59,106,0.3647219587937985,0.031235419593190983,0.0009756514371626992
Ag,47,60,107,0.1780337852472733,0.015274721863036689,0.00023331712799313102
Ag,47,61,108,0.38563061497542556,0.03304929022226766,0.0010922555841956765
Ag,47,62,109,0.28384943567421816,0.024351373328100223,0.0005929893829645109
Ag,47,63,110,0.551274580687766,0.047209579479050134,0.0022287443945887514
Ag,47,64,111,0.5199673572579224,0.04454282592518766,0.0019840633414015697
Ag,47,65,112,0.7815860205014152,0.06679475963428771,0.004461539914602271
Ag,47,66,113,0.7074790805642013,0.06044272734287226,0.0036533232886447977
Ag,47,67,114,0.8330497964763218,0.07096245565861103,0.005035670113100337
Ag,47,68,115,0.7226188744712231,0.06150121694605026,0.00378239968584514
Ag,47,69,116,0.7799925970353977,0.0661573531110875,0.004376795370665119
Ag,47,70,117,0.7068629359501273,0.059870746340878966,0.003584506267413872
Ag,47,71,118,0.7728545334355595,0.06520731035024596,0.004251993323113294
Ag,47,72,119,0.7460415448054771,0.06282735479796919,0.0039472765109099025
Ag,47,73,120,0.8513728045260169,0.07139171479985329,0.005096776942063591
Ag,47,74,121,0.8667078188169823,0.07251056434914993,0.005257781942232213
Ag,47,75,122,1.0079564361064652,0.08393654856533672,0.00704534418506113
Ag,47,76,123,1.0619146110721953,0.08819187113006777,0.0077778061334224805
Ag,47,77,124,1.2361350292180269,0.10214982614791168,0.01043458698204858
Ag,47,78,125,1.3256409243474252,0.1092119864109371,0.01192725797582271
Cd,48,49,97,1.6262238592342837,0.13365094378549536,0.01786257477475364
Cd,48,50,98,1.155864127026606,0.09578152708543364,0.009174100930817658
Cd,48,51,99,1.066298684932459,0.08875901576275425,0.007878162879172857
Cd,48,52,100,0.6891354424089507,0.05775147118867352,0.0033352324244561877
Cd,48,53,101,0.6335150099951782,0.05326120879513496,0.002836756362318962
Cd,48,54,102,0.30907259588054053,0.02612554825296165,0.0006825442715178275
Cd,48,55,103,0.3659729018582155,0.030999711750155257,0.0009609821285927139
Cd,48,56,104,0.15742773605933202,0.013391740500143356,0.00017933871362317983
Cd,48,57,105,0.3127729340151213,0.026635229183627374,0.0007094354336643553
Cd,48,58,106,0.11102029177660748,0.009484884504544766,8.996303406455342e-05
Cd,48,59,107,0.2060193965339147,0.017604640900804824,0.0003099233812462901
Cd,48,60,108,0.031681083368028905,0.002713482026585723,7.362984708603762e-06
Cd,48,61,109,0.14130372300540592,0.012095683851041983,0.00014630556782435782
Cd,48,62,110,0.015280186483496825,0.0013099706139385603,1.7160230093825687e-06
Cd,48,63,111,0.2275233355734446,0.019480752473462815,0.00037949971693232757
Cd,48,64,112,0.14342391014647515,0.012289730246195063,0.00015103746952424178
Cd,48,65,113,0.4493068596618856,0.03842723007645077,0.0014766520113484827
Cd,48,66,114,0.4305183830945406,0.036825223930430084,0.0013560971175263206
Cd,48,67,115,0.7027925378294101,0.05996689548252121,0.0035960285538116227
Cd,48,68,116,0.6431113474339685,0.054849473114693126,0.003008464700959444
Cd,48,69,117,0.7828430104205704,0.06656880552793609,0.004431405869416175
Cd,48,70,118,0.6828525854513225,0.058008700600092666,0.003365009345311191
Cd,48,71,119,0.75080458436044,0.0635627311039979,0.004040220785399143
Cd,48,72,120,0.6987313669174927,0.05906704617821035,0.0034889159442188337
Cd,48,73,121,0.778774643704111,0.06558038611260208,0.004300787042677973
Cd,48,74,122,0.7562300803093109,0.06355991451592047,0.004039862733271117
Cd,48,75,123,0.8567451046445904,0.0717037239305327,0.005141424025506048
Cd,48,76,124,0.8738621006858325,0.07296663814697091,0.00532413028247099
Cd,48,77,125,1.0081682285482647,0.08379589458525416,0.0070217519493430275
Cd,48,78,126,1.0616817609336164,0.08800636689866081,0.007745120614701702
Cd,48,79,127,1.2270528028846905,0.10121648927376903,0.010244777700907001
Cd,48,80,128,1.3141299813604825,0.108070674167692,0.011679270615059452
Cd,48,81,129,1.5082458381891803,0.12339027755654897,0.015225160595482191
Cd,48,82,130,1.665193709352153,0.13577445535674926,0.018434702727421898
Cd,48,83,131,1.8472212347045227,0.14979325922574205,0.022438020509470354
Cd,48,84,132,1.9943288396020002,0.16113424647573815,0.025964245387303932
In,49,51,100,1.502651818994426,0.12374325452762847,0.015312393041089443
In,49,52,101,1.0877619100426428,0.0902481192408775,0.008144723026515643
In,49,53,102,1.003328800968628,0.08357061773981123,0.00698404814941365
In,49,54,103,0.6521328789942424,0.054649969610613525,0.002986619178440982
In,49,55,104,0.643378008871343,0.054064661435685224,0.002922987616155269
In,49,56,105,0.37230833049004913,0.03143906468392643,0.0009884147882001102
In,49,57,106,0.46639592474359964,0.039451628805952765,0.0015564310154426821
In,49,58,107,0.3013938169627058,0.02559187545103825,0.0006549440891014542
In,49,59,108,0.48606298468110065,0.041305332854570054,0.0017061305222268242
In,49,60,109,0.20616335059359014,0.017570050378536095,0.0003087066703042964
In,49,61,110,0.3236772469199211,0.027584595409472,0.0007609099039042638
In,49,62,111,0.11440120681719451,0.009769403742396321,9.544124948194724e-05
In,49,63,112,0.3043308307414335,0.025969377316089393,0.0006744085581854183
In,49,64,113,0.17043595645477727,0.014562407114983245,0.00021206370098251462
In,49,65,114,0.4255660280138066,0.03631073429667531,0.0013184694251637524
In,49,66,115,0.3592995551905761,0.030675210183721546,0.0009409685198154941
In,49,67,116,0.6735811407420159,0.05739357102362774,0.003294021994844202
In,49,68,117,0.637667223546049,0.05433320625414595,0.0029520973018555643
In,49,69,118,0.8764032272878893,0.07448839243281036,0.00554852060722436
In,49,70,119,0.8265343761736685,0.07021074973214247,0.004929549377949544
In,49,71,120,0.8834570265787698,0.07482279359519772,0.005598450441389562
In,49,72,121,0.7897736794513133,0.06681765999744727,0.004464599687534465
In,49,73,122,0.8552402085301308,0.07210970824570317,0.005199810023280432
In,49,74,123,0.806708444444287,0.0679146832557489,0.004612404201728699
In,49,75,124,0.8913042965572828,0.07475114834722874,0.005587734179229397
In,49,76,125,0.8698914746635277,0.07281430947871215,0.005301923664861669
